MATC,MATK,TEN,LOAI,GIONG,NGAYSINH,GIOITINH,TINHTRANGSUCKHOE
32917,22984,Jane,Mèo,Ta,2022-12-07,Nam,Khỏe
32918,18810,Jane,Chó,Ta,2021-12-15,Nam,Khỏe
32919,26671,Jane,Chó,Ta,2023-05-17,Nữ,Khỏe
32920,18534,John,Chó,Ta,2020-10-07,Nam,Khỏe
32921,10686,Jane,Mèo,Ta,2022-12-09,Nữ,Khỏe
32922,9426,John,Chó,Ta,2023-10-30,Nam,Khỏe
32923,14329,John,Chó,Ta,2020-11-29,Nữ,Khỏe
32924,3350,John,Mèo,Ta,2022-06-14,Nam,Khỏe
32925,17381,John,Chó,Ta,2022-12-16,Nam,Khỏe
32926,1956,Jane,Chó,Ta,2021-12-15,Nam,Khỏe
32927,23242,John,Chó,Ta,2023-01-07,Nữ,Khỏe
32928,20187,John,Mèo,Ta,2024-04-08,Nam,Khỏe
32929,123,Jane,Chó,Ta,2020-06-09,Nam,Khỏe
32930,12325,Jane,Chó,Ta,2021-03-20,Nam,Khỏe
32931,23741,John,Chó,Ta,2023-03-24,Nữ,Khỏe
32932,1722,John,Mèo,Ta,2023-05-23,Nam,Khỏe
32933,21541,John,Mèo,Ta,2023-04-05,Nữ,Khỏe
32934,19623,John,Chó,Ta,2021-04-19,Nam,Khỏe
32935,13652,John,Chó,Ta,2023-01-19,Nam,Khỏe
32936,18462,Jane,Mèo,Ta,2024-05-17,Nữ,Khỏe
32937,9610,Jane,Mèo,Ta,2023-10-15,Nữ,Khỏe
32938,8991,Jane,Mèo,Ta,2024-03-02,Nam,Khỏe
32939,9670,Jane,Mèo,Ta,2022-10-22,Nữ,Khỏe
32940,14936,John,Chó,Ta,2020-02-22,Nam,Khỏe
32941,16549,John,Chó,Ta,2024-09-30,Nữ,Khỏe
32942,19455,Jane,Mèo,Ta,2022-10-27,Nữ,Khỏe
32943,3582,John,Mèo,Ta,2024-11-20,Nam,Khỏe
32944,18893,John,Mèo,Ta,2024-08-14,Nữ,Khỏe
32945,26893,Jane,Mèo,Ta,2023-10-06,Nữ,Khỏe
32946,3298,John,Mèo,Ta,2022-05-21,Nữ,Khỏe
32947,19955,Jane,Mèo,Ta,2024-05-20,Nam,Khỏe
32948,15147,Jane,Chó,Ta,2023-07-07,Nữ,Khỏe
32949,24278,Jane,Chó,Ta,2024-07-05,Nữ,Khỏe
32950,3665,Jane,Chó,Ta,2023-10-13,Nữ,Khỏe
32951,14438,John,Mèo,Ta,2020-06-01,Nam,Khỏe
32952,14482,John,Mèo,Ta,2024-07-05,Nam,Khỏe
32953,20883,John,Mèo,Ta,2023-04-02,Nữ,Khỏe
32954,27913,John,Chó,Ta,2023-07-25,Nữ,Khỏe
32955,16670,Jane,Chó,Ta,2023-04-14,Nữ,Khỏe
32956,16421,Jane,Mèo,Ta,2024-08-06,Nữ,Khỏe
32957,21342,Jane,Mèo,Ta,2024-02-03,Nam,Khỏe
32958,17002,John,Chó,Ta,2022-08-30,Nam,Khỏe
32959,23952,John,Chó,Ta,2020-04-24,Nữ,Khỏe
32960,4499,John,Chó,Ta,2020-03-19,Nam,Khỏe
32961,10464,John,Mèo,Ta,2020-09-21,Nữ,Khỏe
32962,24365,John,Chó,Ta,2020-07-24,Nữ,Khỏe
32963,1188,John,Chó,Ta,2024-07-18,Nữ,Khỏe
32964,10354,Jane,Chó,Ta,2020-09-12,Nam,Khỏe
32965,25641,John,Mèo,Ta,2020-06-18,Nam,Khỏe
32966,3549,John,Mèo,Ta,2022-12-23,Nam,Khỏe
32967,16457,John,Chó,Ta,2024-03-07,Nam,Khỏe
32968,10061,John,Mèo,Ta,2021-08-25,Nam,Khỏe
32969,15858,John,Chó,Ta,2021-01-26,Nam,Khỏe
32970,1521,John,Chó,Ta,2024-08-09,Nữ,Khỏe
32971,9680,John,Mèo,Ta,2023-01-04,Nữ,Khỏe
32972,23011,John,Chó,Ta,2020-02-04,Nam,Khỏe
32973,26364,John,Mèo,Ta,2023-12-21,Nam,Khỏe
32974,15368,Jane,Mèo,Ta,2020-10-06,Nữ,Khỏe
32975,9499,John,Mèo,Ta,2021-02-20,Nam,Khỏe
32976,6763,John,Chó,Ta,2023-07-17,Nữ,Khỏe
32977,10247,John,Chó,Ta,2020-09-19,Nữ,Khỏe
32978,19209,Jane,Mèo,Ta,2023-09-18,Nam,Khỏe
32979,12835,John,Chó,Ta,2022-08-19,Nam,Khỏe
32980,21121,John,Mèo,Ta,2024-06-06,Nữ,Khỏe
32981,2795,John,Chó,Ta,2020-12-19,Nữ,Khỏe
32982,8262,Jane,Chó,Ta,2024-11-04,Nữ,Khỏe
32983,18102,Jane,Mèo,Ta,2022-11-09,Nữ,Khỏe
32984,27225,John,Mèo,Ta,2020-03-05,Nữ,Khỏe
32985,27532,John,Mèo,Ta,2021-09-11,Nam,Khỏe
32986,23513,Jane,Chó,Ta,2024-08-28,Nam,Khỏe
32987,14147,Jane,Chó,Ta,2021-11-11,Nữ,Khỏe
32988,3021,Jane,Chó,Ta,2022-04-18,Nữ,Khỏe
32989,20312,Jane,Mèo,Ta,2023-04-21,Nam,Khỏe
32990,28872,Jane,Chó,Ta,2024-08-13,Nữ,Khỏe
32991,20796,Jane,Chó,Ta,2024-11-16,Nữ,Khỏe
32992,27411,Jane,Mèo,Ta,2023-12-11,Nữ,Khỏe
32993,23146,Jane,Mèo,Ta,2021-04-11,Nữ,Khỏe
32994,3396,Jane,Chó,Ta,2024-08-24,Nữ,Khỏe
32995,13258,Jane,Mèo,Ta,2020-04-03,Nam,Khỏe
32996,8691,Jane,Mèo,Ta,2022-07-13,Nữ,Khỏe
32997,9498,John,Mèo,Ta,2020-08-01,Nữ,Khỏe
32998,16843,Jane,Mèo,Ta,2022-02-18,Nữ,Khỏe
32999,17304,John,Mèo,Ta,2023-03-28,Nam,Khỏe
33000,4694,Jane,Mèo,Ta,2020-03-30,Nam,Khỏe
33001,16133,Jane,Mèo,Ta,2023-11-03,Nam,Khỏe
33002,5225,John,Chó,Ta,2023-11-17,Nam,Khỏe
33003,13442,Jane,Chó,Ta,2020-09-11,Nam,Khỏe
33004,186,Jane,Mèo,Ta,2022-03-23,Nam,Khỏe
33005,28243,Jane,Chó,Ta,2021-08-11,Nữ,Khỏe
33006,22729,Jane,Mèo,Ta,2023-02-25,Nữ,Khỏe
33007,9487,John,Chó,Ta,2022-05-11,Nữ,Khỏe
33008,27716,Jane,Chó,Ta,2020-01-13,Nữ,Khỏe
33009,24147,John,Chó,Ta,2021-02-12,Nữ,Khỏe
33010,23748,Jane,Mèo,Ta,2023-07-29,Nữ,Khỏe
33011,18730,Jane,Chó,Ta,2022-11-29,Nữ,Khỏe
33012,17397,John,Chó,Ta,2024-12-01,Nữ,Khỏe
33013,28889,John,Mèo,Ta,2022-05-08,Nam,Khỏe
33014,27669,John,Mèo,Ta,2023-06-13,Nữ,Khỏe
33015,7072,Jane,Chó,Ta,2020-04-28,Nam,Khỏe
33016,14700,Jane,Mèo,Ta,2024-01-11,Nam,Khỏe
33017,28899,John,Chó,Ta,2022-06-06,Nữ,Khỏe
33018,17210,Jane,Mèo,Ta,2022-08-11,Nam,Khỏe
33019,9485,John,Mèo,Ta,2024-08-10,Nam,Khỏe
33020,4693,John,Chó,Ta,2023-04-12,Nữ,Khỏe
33021,15164,Jane,Mèo,Ta,2020-09-05,Nữ,Khỏe
33022,11480,Jane,Chó,Ta,2020-08-16,Nam,Khỏe
33023,26952,John,Mèo,Ta,2024-01-21,Nữ,Khỏe
33024,20042,John,Mèo,Ta,2021-01-25,Nam,Khỏe
33025,8571,Jane,Mèo,Ta,2022-01-06,Nam,Khỏe
33026,27626,Jane,Chó,Ta,2024-04-30,Nữ,Khỏe
33027,15063,Jane,Mèo,Ta,2021-09-07,Nam,Khỏe
33028,27042,Jane,Chó,Ta,2024-12-16,Nữ,Khỏe
33029,5710,Jane,Mèo,Ta,2020-11-30,Nam,Khỏe
33030,22675,Jane,Mèo,Ta,2023-07-31,Nữ,Khỏe
33031,29328,Jane,Mèo,Ta,2020-09-11,Nam,Khỏe
33032,11610,John,Chó,Ta,2023-07-27,Nam,Khỏe
33033,29655,John,Chó,Ta,2024-10-17,Nam,Khỏe
33034,12904,Jane,Mèo,Ta,2020-10-30,Nam,Khỏe
33035,26338,Jane,Chó,Ta,2021-12-22,Nữ,Khỏe
33036,20673,John,Chó,Ta,2024-08-09,Nam,Khỏe
33037,16652,Jane,Chó,Ta,2024-05-09,Nữ,Khỏe
33038,17553,Jane,Chó,Ta,2022-11-19,Nữ,Khỏe
33039,11084,Jane,Mèo,Ta,2021-01-22,Nữ,Khỏe
33040,1590,Jane,Mèo,Ta,2022-07-02,Nữ,Khỏe
33041,11621,Jane,Chó,Ta,2024-10-01,Nữ,Khỏe
33042,27904,John,Chó,Ta,2020-05-24,Nữ,Khỏe
33043,13245,John,Mèo,Ta,2023-04-15,Nữ,Khỏe
33044,22210,John,Mèo,Ta,2023-02-03,Nam,Khỏe
33045,22452,Jane,Mèo,Ta,2022-03-20,Nữ,Khỏe
33046,7167,John,Mèo,Ta,2021-06-29,Nữ,Khỏe
33047,5997,John,Chó,Ta,2021-08-19,Nữ,Khỏe
33048,24710,John,Mèo,Ta,2022-03-26,Nam,Khỏe
33049,6853,Jane,Chó,Ta,2022-02-16,Nam,Khỏe
33050,3293,John,Mèo,Ta,2022-05-26,Nam,Khỏe
33051,25266,Jane,Mèo,Ta,2022-09-15,Nữ,Khỏe
33052,22106,John,Chó,Ta,2020-03-07,Nữ,Khỏe
33053,21358,Jane,Chó,Ta,2021-12-29,Nam,Khỏe
33054,22196,John,Mèo,Ta,2021-01-30,Nam,Khỏe
33055,16746,John,Mèo,Ta,2021-02-10,Nam,Khỏe
33056,17651,Jane,Mèo,Ta,2020-12-09,Nữ,Khỏe
33057,17286,Jane,Chó,Ta,2022-01-23,Nam,Khỏe
33058,24064,John,Mèo,Ta,2022-11-30,Nữ,Khỏe
33059,21106,Jane,Mèo,Ta,2021-04-29,Nữ,Khỏe
33060,4461,John,Mèo,Ta,2022-08-31,Nam,Khỏe
33061,26930,Jane,Chó,Ta,2021-10-26,Nam,Khỏe
33062,6977,John,Chó,Ta,2020-10-03,Nam,Khỏe
33063,19484,John,Mèo,Ta,2021-08-02,Nam,Khỏe
33064,9289,John,Mèo,Ta,2021-03-12,Nữ,Khỏe
33065,26980,John,Mèo,Ta,2021-02-22,Nam,Khỏe
33066,1228,Jane,Mèo,Ta,2020-12-06,Nam,Khỏe
33067,11053,Jane,Mèo,Ta,2023-04-14,Nữ,Khỏe
33068,3546,John,Mèo,Ta,2022-01-31,Nam,Khỏe
33069,23331,Jane,Chó,Ta,2023-08-22,Nam,Khỏe
33070,7429,Jane,Chó,Ta,2023-06-23,Nữ,Khỏe
33071,1036,Jane,Mèo,Ta,2020-10-21,Nữ,Khỏe
33072,18647,John,Chó,Ta,2020-06-30,Nữ,Khỏe
33073,8968,John,Mèo,Ta,2020-05-17,Nam,Khỏe
33074,3016,Jane,Mèo,Ta,2021-12-22,Nữ,Khỏe
33075,15744,Jane,Mèo,Ta,2020-06-22,Nam,Khỏe
33076,11456,John,Chó,Ta,2021-11-03,Nam,Khỏe
33077,20209,Jane,Chó,Ta,2022-09-01,Nữ,Khỏe
33078,8188,Jane,Chó,Ta,2022-11-12,Nữ,Khỏe
33079,28962,John,Chó,Ta,2020-09-29,Nam,Khỏe
33080,16893,Jane,Chó,Ta,2021-06-07,Nữ,Khỏe
33081,28107,John,Mèo,Ta,2023-06-06,Nam,Khỏe
33082,21923,Jane,Mèo,Ta,2020-09-02,Nữ,Khỏe
33083,25926,Jane,Chó,Ta,2023-06-05,Nam,Khỏe
33084,3203,John,Mèo,Ta,2024-05-17,Nữ,Khỏe
33085,28328,John,Chó,Ta,2020-02-16,Nam,Khỏe
33086,18852,Jane,Chó,Ta,2024-02-16,Nữ,Khỏe
33087,1460,Jane,Mèo,Ta,2024-07-26,Nữ,Khỏe
33088,27388,John,Chó,Ta,2023-11-18,Nữ,Khỏe
33089,10808,Jane,Chó,Ta,2024-02-15,Nữ,Khỏe
33090,26386,John,Mèo,Ta,2020-03-28,Nam,Khỏe
33091,18009,John,Mèo,Ta,2023-10-13,Nữ,Khỏe
33092,1379,Jane,Chó,Ta,2024-03-09,Nam,Khỏe
33093,29475,John,Mèo,Ta,2024-07-22,Nam,Khỏe
33094,29108,Jane,Chó,Ta,2024-09-16,Nam,Khỏe
33095,25329,John,Chó,Ta,2024-10-06,Nam,Khỏe
33096,24173,Jane,Chó,Ta,2021-10-19,Nam,Khỏe
33097,14147,John,Mèo,Ta,2022-11-17,Nam,Khỏe
33098,29032,John,Chó,Ta,2021-01-23,Nam,Khỏe
33099,6515,John,Chó,Ta,2024-05-13,Nam,Khỏe
33100,439,John,Chó,Ta,2024-01-25,Nữ,Khỏe
33101,11205,John,Mèo,Ta,2023-09-06,Nam,Khỏe
33102,18339,John,Mèo,Ta,2024-10-27,Nam,Khỏe
33103,6119,Jane,Mèo,Ta,2021-11-09,Nữ,Khỏe
33104,10840,John,Chó,Ta,2023-01-23,Nam,Khỏe
33105,13125,Jane,Chó,Ta,2020-01-21,Nữ,Khỏe
33106,7634,Jane,Chó,Ta,2023-04-18,Nữ,Khỏe
33107,21926,John,Chó,Ta,2023-05-27,Nữ,Khỏe
33108,20542,John,Mèo,Ta,2020-01-21,Nam,Khỏe
33109,859,Jane,Mèo,Ta,2020-04-25,Nữ,Khỏe
33110,21178,John,Chó,Ta,2023-04-01,Nam,Khỏe
33111,4230,Jane,Chó,Ta,2021-09-28,Nam,Khỏe
33112,12435,John,Chó,Ta,2021-06-02,Nam,Khỏe
33113,6897,John,Chó,Ta,2023-04-12,Nữ,Khỏe
33114,11054,John,Chó,Ta,2024-12-11,Nữ,Khỏe
33115,20371,Jane,Chó,Ta,2021-06-28,Nam,Khỏe
33116,19922,John,Chó,Ta,2022-08-17,Nữ,Khỏe
33117,26060,John,Chó,Ta,2022-12-31,Nữ,Khỏe
33118,5159,John,Chó,Ta,2022-06-02,Nam,Khỏe
33119,25107,Jane,Mèo,Ta,2022-04-23,Nữ,Khỏe
33120,28408,Jane,Chó,Ta,2021-07-29,Nam,Khỏe
33121,23095,John,Chó,Ta,2022-09-24,Nữ,Khỏe
33122,6934,Jane,Chó,Ta,2024-11-27,Nữ,Khỏe
33123,13505,John,Mèo,Ta,2023-12-24,Nam,Khỏe
33124,28032,John,Chó,Ta,2020-12-21,Nam,Khỏe
33125,25604,Jane,Mèo,Ta,2023-10-04,Nữ,Khỏe
33126,12555,Jane,Mèo,Ta,2022-09-21,Nam,Khỏe
33127,24219,Jane,Chó,Ta,2024-03-15,Nữ,Khỏe
33128,18459,John,Chó,Ta,2023-08-26,Nữ,Khỏe
33129,11971,John,Mèo,Ta,2023-09-08,Nữ,Khỏe
33130,18659,Jane,Mèo,Ta,2020-09-17,Nam,Khỏe
33131,7024,John,Mèo,Ta,2021-02-21,Nam,Khỏe
33132,12913,John,Mèo,Ta,2022-02-13,Nữ,Khỏe
33133,15277,John,Mèo,Ta,2023-06-14,Nữ,Khỏe
33134,28432,John,Mèo,Ta,2024-11-01,Nam,Khỏe
33135,29299,Jane,Mèo,Ta,2021-10-29,Nam,Khỏe
33136,26874,Jane,Chó,Ta,2024-05-16,Nam,Khỏe
33137,20169,John,Mèo,Ta,2024-09-18,Nữ,Khỏe
33138,16602,John,Mèo,Ta,2024-09-30,Nam,Khỏe
33139,1778,Jane,Mèo,Ta,2021-07-16,Nam,Khỏe
33140,22764,Jane,Mèo,Ta,2021-05-19,Nam,Khỏe
33141,28506,Jane,Mèo,Ta,2021-12-18,Nữ,Khỏe
33142,23937,Jane,Chó,Ta,2021-08-03,Nam,Khỏe
33143,11535,Jane,Mèo,Ta,2023-07-12,Nữ,Khỏe
33144,19410,John,Mèo,Ta,2024-02-04,Nữ,Khỏe
33145,25651,Jane,Chó,Ta,2020-08-30,Nữ,Khỏe
33146,10939,Jane,Chó,Ta,2021-11-14,Nam,Khỏe
33147,21386,Jane,Chó,Ta,2024-10-29,Nữ,Khỏe
33148,14934,Jane,Mèo,Ta,2023-04-06,Nữ,Khỏe
33149,15024,Jane,Mèo,Ta,2024-07-01,Nữ,Khỏe
33150,27529,John,Chó,Ta,2022-06-01,Nam,Khỏe
33151,17147,Jane,Mèo,Ta,2020-08-25,Nữ,Khỏe
33152,27460,John,Mèo,Ta,2022-09-21,Nam,Khỏe
33153,22581,Jane,Chó,Ta,2021-01-16,Nữ,Khỏe
33154,500,John,Chó,Ta,2020-09-27,Nam,Khỏe
33155,23031,John,Chó,Ta,2022-11-02,Nam,Khỏe
33156,19328,Jane,Mèo,Ta,2022-07-30,Nữ,Khỏe
33157,3132,Jane,Mèo,Ta,2023-07-21,Nữ,Khỏe
33158,15846,Jane,Chó,Ta,2023-08-30,Nam,Khỏe
33159,24671,Jane,Chó,Ta,2024-01-22,Nữ,Khỏe
33160,12141,John,Mèo,Ta,2021-11-28,Nữ,Khỏe
33161,7819,John,Chó,Ta,2021-05-20,Nữ,Khỏe
33162,15004,John,Mèo,Ta,2024-06-09,Nữ,Khỏe
33163,15858,John,Chó,Ta,2022-02-01,Nữ,Khỏe
33164,21715,Jane,Mèo,Ta,2020-11-30,Nữ,Khỏe
33165,7906,Jane,Mèo,Ta,2020-07-29,Nữ,Khỏe
33166,24048,John,Mèo,Ta,2021-07-01,Nữ,Khỏe
33167,9425,Jane,Chó,Ta,2024-08-20,Nam,Khỏe
33168,15232,Jane,Chó,Ta,2020-10-03,Nam,Khỏe
33169,8663,John,Mèo,Ta,2023-06-01,Nữ,Khỏe
33170,20062,Jane,Mèo,Ta,2020-06-21,Nam,Khỏe
33171,7569,John,Mèo,Ta,2021-09-18,Nam,Khỏe
33172,12386,Jane,Chó,Ta,2022-04-20,Nam,Khỏe
33173,15065,John,Chó,Ta,2024-07-23,Nam,Khỏe
33174,7209,Jane,Chó,Ta,2024-08-04,Nam,Khỏe
33175,26508,John,Chó,Ta,2024-11-03,Nữ,Khỏe
33176,17913,Jane,Mèo,Ta,2023-08-13,Nữ,Khỏe
33177,4599,Jane,Mèo,Ta,2024-05-26,Nữ,Khỏe
33178,29275,Jane,Chó,Ta,2020-11-22,Nữ,Khỏe
33179,25488,John,Chó,Ta,2024-03-17,Nữ,Khỏe
33180,16287,John,Chó,Ta,2020-12-05,Nam,Khỏe
33181,24141,Jane,Mèo,Ta,2023-04-21,Nữ,Khỏe
33182,11371,John,Mèo,Ta,2022-01-03,Nam,Khỏe
33183,8428,John,Chó,Ta,2024-01-02,Nữ,Khỏe
33184,3316,John,Mèo,Ta,2022-05-14,Nam,Khỏe
33185,13697,Jane,Chó,Ta,2021-09-19,Nữ,Khỏe
33186,17851,John,Mèo,Ta,2021-04-12,Nam,Khỏe
33187,17310,John,Mèo,Ta,2020-11-19,Nam,Khỏe
33188,21245,Jane,Chó,Ta,2021-02-08,Nam,Khỏe
33189,3450,Jane,Chó,Ta,2020-02-16,Nam,Khỏe
33190,14015,John,Mèo,Ta,2022-01-22,Nam,Khỏe
33191,21121,John,Mèo,Ta,2024-08-10,Nam,Khỏe
33192,23058,Jane,Chó,Ta,2020-10-11,Nam,Khỏe
33193,11142,Jane,Mèo,Ta,2023-06-10,Nam,Khỏe
33194,19892,John,Chó,Ta,2024-11-19,Nữ,Khỏe
33195,333,Jane,Chó,Ta,2024-07-21,Nữ,Khỏe
33196,28252,John,Chó,Ta,2021-07-16,Nam,Khỏe
33197,17295,Jane,Chó,Ta,2022-01-26,Nữ,Khỏe
33198,7566,Jane,Chó,Ta,2021-08-22,Nam,Khỏe
33199,747,Jane,Mèo,Ta,2024-04-18,Nữ,Khỏe
33200,14639,John,Chó,Ta,2021-07-05,Nữ,Khỏe
33201,25031,Jane,Mèo,Ta,2020-06-28,Nữ,Khỏe
33202,20824,John,Chó,Ta,2021-05-24,Nam,Khỏe
33203,11645,Jane,Chó,Ta,2020-04-14,Nam,Khỏe
33204,8977,John,Chó,Ta,2021-11-24,Nữ,Khỏe
33205,29242,Jane,Chó,Ta,2023-09-07,Nam,Khỏe
33206,3734,Jane,Chó,Ta,2024-12-29,Nữ,Khỏe
33207,21344,Jane,Chó,Ta,2021-02-02,Nữ,Khỏe
33208,5442,John,Mèo,Ta,2024-03-24,Nữ,Khỏe
33209,15602,John,Mèo,Ta,2021-08-27,Nữ,Khỏe
33210,16463,Jane,Mèo,Ta,2023-10-07,Nam,Khỏe
33211,23305,John,Chó,Ta,2022-12-03,Nam,Khỏe
33212,23532,Jane,Mèo,Ta,2022-10-15,Nữ,Khỏe
33213,14760,Jane,Mèo,Ta,2022-10-14,Nữ,Khỏe
33214,17215,John,Chó,Ta,2021-11-06,Nữ,Khỏe
33215,4578,Jane,Mèo,Ta,2022-09-06,Nữ,Khỏe
33216,21848,Jane,Mèo,Ta,2020-05-07,Nam,Khỏe
33217,27463,Jane,Mèo,Ta,2023-08-19,Nữ,Khỏe
33218,14362,John,Chó,Ta,2024-12-20,Nam,Khỏe
33219,26401,John,Mèo,Ta,2020-10-29,Nữ,Khỏe
33220,1379,John,Chó,Ta,2020-12-07,Nữ,Khỏe
33221,7344,John,Mèo,Ta,2020-04-09,Nam,Khỏe
33222,18992,Jane,Chó,Ta,2021-04-17,Nam,Khỏe
33223,5779,John,Mèo,Ta,2023-10-25,Nam,Khỏe
33224,22864,Jane,Mèo,Ta,2021-03-28,Nữ,Khỏe
33225,13426,John,Chó,Ta,2024-05-12,Nữ,Khỏe
33226,27121,John,Chó,Ta,2024-09-24,Nam,Khỏe
33227,16613,John,Mèo,Ta,2023-10-02,Nữ,Khỏe
33228,15596,John,Chó,Ta,2024-12-29,Nam,Khỏe
33229,28735,Jane,Mèo,Ta,2021-01-16,Nữ,Khỏe
33230,13434,John,Chó,Ta,2023-07-10,Nam,Khỏe
33231,9369,Jane,Chó,Ta,2021-12-03,Nam,Khỏe
33232,18261,John,Chó,Ta,2024-08-27,Nam,Khỏe
33233,23719,John,Chó,Ta,2021-11-03,Nữ,Khỏe
33234,4781,Jane,Chó,Ta,2020-07-24,Nam,Khỏe
33235,24668,Jane,Chó,Ta,2022-05-28,Nam,Khỏe
33236,11458,Jane,Chó,Ta,2024-01-16,Nữ,Khỏe
33237,12834,Jane,Chó,Ta,2024-03-02,Nam,Khỏe
33238,29761,John,Chó,Ta,2022-06-15,Nữ,Khỏe
33239,27863,Jane,Chó,Ta,2022-05-13,Nữ,Khỏe
33240,25064,Jane,Mèo,Ta,2022-01-07,Nữ,Khỏe
33241,13369,Jane,Mèo,Ta,2024-05-01,Nữ,Khỏe
33242,5094,John,Chó,Ta,2022-04-19,Nữ,Khỏe
33243,8308,Jane,Chó,Ta,2021-11-27,Nam,Khỏe
33244,12949,John,Chó,Ta,2020-05-17,Nam,Khỏe
33245,5026,John,Chó,Ta,2022-02-07,Nữ,Khỏe
33246,23019,John,Chó,Ta,2023-01-27,Nữ,Khỏe
33247,29093,John,Chó,Ta,2021-07-01,Nam,Khỏe
33248,20192,John,Mèo,Ta,2021-06-04,Nữ,Khỏe
33249,16691,John,Chó,Ta,2022-10-25,Nam,Khỏe
33250,19584,Jane,Mèo,Ta,2024-03-17,Nữ,Khỏe
33251,5689,John,Mèo,Ta,2024-11-22,Nam,Khỏe
33252,11754,Jane,Mèo,Ta,2022-08-27,Nữ,Khỏe
33253,13369,John,Chó,Ta,2020-10-23,Nam,Khỏe
33254,17916,Jane,Chó,Ta,2023-10-09,Nữ,Khỏe
33255,6218,Jane,Mèo,Ta,2021-02-28,Nữ,Khỏe
33256,2830,Jane,Chó,Ta,2020-06-01,Nữ,Khỏe
33257,5797,Jane,Mèo,Ta,2023-05-22,Nữ,Khỏe
33258,10487,Jane,Mèo,Ta,2022-05-16,Nữ,Khỏe
33259,17038,Jane,Chó,Ta,2021-07-10,Nữ,Khỏe
33260,28289,John,Mèo,Ta,2023-04-03,Nam,Khỏe
33261,13957,John,Chó,Ta,2023-11-14,Nam,Khỏe
33262,7264,Jane,Chó,Ta,2022-07-08,Nữ,Khỏe
33263,25520,John,Chó,Ta,2021-01-08,Nam,Khỏe
33264,12282,Jane,Chó,Ta,2020-12-23,Nữ,Khỏe
33265,2662,John,Mèo,Ta,2023-03-16,Nam,Khỏe
33266,10868,John,Chó,Ta,2024-07-06,Nam,Khỏe
33267,3624,John,Chó,Ta,2022-08-10,Nữ,Khỏe
33268,284,Jane,Mèo,Ta,2022-09-12,Nam,Khỏe
33269,8922,John,Mèo,Ta,2024-05-01,Nữ,Khỏe
33270,2211,John,Chó,Ta,2021-11-05,Nam,Khỏe
33271,2911,John,Mèo,Ta,2020-08-29,Nam,Khỏe
33272,6178,Jane,Chó,Ta,2022-01-29,Nữ,Khỏe
33273,18081,Jane,Mèo,Ta,2024-05-15,Nam,Khỏe
33274,20923,John,Mèo,Ta,2022-05-29,Nam,Khỏe
33275,16652,Jane,Mèo,Ta,2021-01-17,Nam,Khỏe
33276,6933,Jane,Mèo,Ta,2024-06-18,Nam,Khỏe
33277,25655,Jane,Chó,Ta,2024-08-24,Nam,Khỏe
33278,11805,John,Mèo,Ta,2022-06-26,Nữ,Khỏe
33279,5973,Jane,Chó,Ta,2020-05-06,Nữ,Khỏe
33280,20072,Jane,Chó,Ta,2022-05-14,Nam,Khỏe
33281,21640,Jane,Chó,Ta,2022-08-22,Nữ,Khỏe
33282,27347,John,Chó,Ta,2020-08-02,Nam,Khỏe
33283,20473,John,Chó,Ta,2024-12-11,Nam,Khỏe
33284,12938,Jane,Mèo,Ta,2023-10-27,Nam,Khỏe
33285,13198,John,Mèo,Ta,2023-04-27,Nam,Khỏe
33286,27251,John,Chó,Ta,2024-06-03,Nam,Khỏe
33287,10765,Jane,Chó,Ta,2023-11-28,Nam,Khỏe
33288,22738,Jane,Chó,Ta,2024-07-07,Nữ,Khỏe
33289,29371,John,Mèo,Ta,2023-01-24,Nữ,Khỏe
33290,9527,Jane,Mèo,Ta,2020-06-10,Nữ,Khỏe
33291,27497,Jane,Mèo,Ta,2021-01-14,Nam,Khỏe
33292,15706,Jane,Mèo,Ta,2021-03-31,Nữ,Khỏe
33293,2436,John,Mèo,Ta,2024-05-18,Nữ,Khỏe
33294,13577,Jane,Mèo,Ta,2023-02-19,Nữ,Khỏe
33295,22416,Jane,Mèo,Ta,2024-12-06,Nam,Khỏe
33296,1141,Jane,Mèo,Ta,2024-05-27,Nữ,Khỏe
33297,10807,Jane,Chó,Ta,2021-10-20,Nam,Khỏe
33298,7022,Jane,Chó,Ta,2020-12-18,Nữ,Khỏe
33299,27512,Jane,Chó,Ta,2021-03-26,Nữ,Khỏe
33300,3586,John,Mèo,Ta,2021-04-19,Nam,Khỏe
33301,4187,John,Chó,Ta,2023-06-16,Nam,Khỏe
33302,23091,Jane,Chó,Ta,2022-06-15,Nữ,Khỏe
33303,12,Jane,Mèo,Ta,2022-01-07,Nam,Khỏe
33304,26535,John,Mèo,Ta,2020-12-29,Nữ,Khỏe
33305,11147,John,Mèo,Ta,2021-08-25,Nữ,Khỏe
33306,22379,Jane,Mèo,Ta,2022-07-30,Nữ,Khỏe
33307,21767,Jane,Mèo,Ta,2020-07-29,Nữ,Khỏe
33308,15169,Jane,Chó,Ta,2020-10-22,Nữ,Khỏe
33309,8255,Jane,Chó,Ta,2022-02-27,Nữ,Khỏe
33310,24902,John,Chó,Ta,2021-09-10,Nam,Khỏe
33311,5220,Jane,Mèo,Ta,2022-09-14,Nữ,Khỏe
33312,16073,John,Chó,Ta,2024-07-11,Nam,Khỏe
33313,15466,John,Mèo,Ta,2020-08-22,Nữ,Khỏe
33314,8495,John,Chó,Ta,2023-05-17,Nam,Khỏe
