MADK,MAGT,MATC,NGAYDANGKY,NGAYHETHAN,SOMUIDATIEM
16160,15,28365,2023-12-27,,1
16161,6,38442,2023-08-24,,3
16162,7,40680,2024-03-31,,5
16163,4,10318,2023-10-27,,1
16164,16,42773,2023-03-11,,5
16165,9,16221,2023-04-10,,2
16166,17,25997,2024-06-06,,2
16167,6,40169,2022-12-23,,1
16168,7,25231,2023-08-28,,0
16169,6,5968,2023-04-06,,1
16170,16,780,2023-01-08,,5
16171,7,30083,2024-03-19,,5
16172,7,23209,2023-10-06,,4
16173,17,22992,2024-12-10,,3
16174,3,10199,2024-05-21,,0
16175,16,9570,2023-03-30,,1
16176,20,21478,2023-03-16,,5
16177,17,17083,2024-11-17,,2
16178,4,18331,2024-09-30,,0
16179,9,15632,2024-03-15,,4
16180,19,44689,2024-01-29,,2
16181,4,33553,2023-09-18,,5
16182,1,37503,2022-06-12,,5
16183,10,41966,2022-01-16,,3
16184,6,36886,2024-10-08,,4
16185,3,23771,2024-05-23,,2
16186,2,5145,2024-08-13,,0
16187,6,29958,2024-10-30,,5
16188,7,44712,2023-11-01,,2
16189,15,32707,2022-05-01,,5
16190,8,17953,2024-10-05,,5
16191,2,36595,2022-11-05,,4
16192,7,4372,2023-05-24,,5
16193,13,4937,2022-07-21,,1
16194,6,15606,2022-01-17,,4
16195,20,10084,2023-05-10,,0
16196,19,42114,2023-07-22,,1
16197,11,5296,2022-12-26,,1
16198,15,34882,2022-04-09,,4
16199,6,5390,2024-06-19,,2
16200,13,19156,2023-04-12,,5
16201,19,34800,2023-05-22,,1
16202,20,22726,2022-01-11,,2
16203,7,33626,2024-06-05,,0
16204,14,3127,2022-09-04,,3
16205,7,40011,2023-05-01,,5
16206,16,31787,2022-01-09,,0
16207,9,42070,2023-04-03,,2
16208,14,41093,2023-04-15,,5
16209,10,19247,2022-10-10,,0
16210,9,37267,2023-10-23,,5
16211,20,37539,2024-03-23,,1
16212,19,4155,2022-07-14,,2
16213,19,37124,2022-07-24,,3
16214,7,34490,2024-03-01,,3
16215,8,26015,2022-02-23,,3
16216,9,12900,2023-03-04,,4
16217,20,33548,2024-01-25,,4
16218,10,14865,2024-03-29,,5
16219,6,15502,2022-05-25,,3
16220,18,37538,2022-10-03,,2
16221,20,22882,2022-02-26,,2
16222,12,5801,2022-02-10,,3
16223,17,6980,2023-06-17,,5
16224,16,37826,2023-03-21,,5
16225,7,19009,2022-09-29,,1
16226,11,29679,2023-05-01,,5
16227,7,12984,2023-12-24,,2
16228,1,39309,2024-07-20,,2
16229,18,13552,2023-06-17,,1
16230,19,32837,2022-07-11,,1
16231,10,19607,2022-12-07,,5
16232,20,27771,2022-12-12,,5
16233,4,14897,2022-10-14,,5
16234,5,25089,2024-10-04,,5
16235,5,30920,2024-01-06,,4
16236,16,44510,2024-05-22,,1
16237,15,27778,2022-08-15,,1
16238,17,1944,2024-10-18,,2
16239,9,13785,2024-03-25,,5
16240,19,24857,2023-12-17,,0
16241,20,34475,2023-04-25,,5
16242,10,42758,2023-09-25,,3
16243,17,16725,2023-09-17,,0
16244,17,17340,2024-05-18,,0
16245,8,13236,2022-04-28,,2
16246,18,24442,2022-10-19,,1
16247,17,18713,2022-06-01,,0
16248,6,24837,2024-05-11,,2
16249,2,2166,2022-09-27,,0
16250,7,38855,2024-11-27,,2
16251,8,13788,2024-02-03,,0
16252,16,30218,2022-11-15,,0
16253,8,44908,2023-07-08,,3
16254,12,4313,2022-10-28,,2
16255,7,37824,2023-03-03,,3
16256,1,43734,2024-05-03,,5
16257,18,36848,2024-06-15,,0
16258,18,22263,2022-01-02,,0
16259,5,20577,2022-11-02,,3
16260,19,16275,2024-02-09,,4
16261,4,40981,2023-03-25,,5
16262,9,30034,2023-04-10,,0
16263,16,9513,2023-09-21,,2
16264,13,44312,2022-09-18,,4
16265,7,2081,2022-04-04,,3
16266,17,745,2024-02-24,,0
16267,14,6927,2024-08-23,,4
16268,9,8323,2022-12-08,,1
16269,8,5445,2023-04-20,,4
16270,6,26876,2023-07-29,,0
16271,2,14941,2023-09-18,,3
16272,12,31909,2022-02-11,,1
16273,14,21224,2023-07-18,,2
16274,9,25342,2024-09-22,,4
16275,13,8351,2024-06-23,,1
16276,20,20871,2024-01-14,,4
16277,16,15492,2024-05-12,,2
16278,2,22483,2024-06-12,,2
16279,12,108,2024-09-21,,0
16280,7,26792,2022-07-20,,1
16281,17,6902,2022-05-10,,2
16282,1,2048,2023-03-03,,1
16283,16,18359,2024-01-22,,3
16284,11,22397,2024-04-01,,2
16285,7,43797,2023-10-06,,1
16286,18,34170,2024-05-10,,1
16287,4,34529,2024-03-21,,4
16288,3,35294,2023-01-13,,2
16289,6,1803,2024-01-05,,0
16290,15,43706,2023-05-12,,2
16291,15,23605,2024-01-30,,2
16292,10,33155,2022-04-02,,3
16293,4,10169,2022-01-06,,0
16294,1,26094,2023-03-17,,4
16295,13,30655,2024-11-13,,3
16296,12,19895,2022-07-22,,1
16297,20,10265,2022-03-27,,3
16298,3,4311,2023-10-27,,2
16299,2,31479,2024-12-30,,3
16300,10,31225,2024-07-08,,1
16301,10,21717,2024-08-07,,0
16302,12,25568,2023-07-08,,0
16303,17,39451,2023-07-09,,2
16304,1,31071,2022-11-25,,1
16305,11,893,2024-02-20,,1
16306,11,38903,2024-01-19,,0
16307,16,15338,2022-09-24,,0
16308,13,2406,2022-08-12,,2
16309,15,1436,2024-08-05,,4
16310,17,30660,2022-09-08,,4
16311,20,42425,2024-12-18,,1
16312,12,23904,2024-04-24,,4
16313,8,18764,2024-04-17,,0
16314,14,36395,2022-05-01,,0
16315,11,44175,2024-07-31,,5
16316,13,38254,2024-05-17,,0
16317,1,28206,2022-03-10,,2
16318,13,22469,2022-08-28,,0
16319,10,4353,2022-12-12,,3
16320,15,27483,2023-10-05,,0
16321,20,25641,2023-11-09,,3
16322,6,19797,2022-10-09,,0
16323,18,13431,2023-11-08,,0
16324,20,20925,2024-08-11,,2
16325,14,37387,2022-06-22,,0
16326,16,16288,2023-08-31,,3
16327,19,31261,2022-12-14,,3
16328,15,9103,2022-01-08,,2
16329,6,5307,2024-09-20,,5
16330,9,28299,2023-11-27,,2
16331,19,36527,2023-07-05,,2
16332,11,13859,2022-05-04,,3
16333,2,4265,2024-06-08,,2
16334,3,24761,2022-06-21,,4
16335,4,21571,2022-07-30,,3
16336,19,20820,2022-03-15,,2
16337,3,4963,2023-09-25,,1
16338,10,1607,2023-11-16,,1
16339,10,41366,2024-05-26,,1
16340,9,24449,2023-01-26,,5
16341,15,39021,2023-09-06,,0
16342,3,10709,2022-05-26,,5
16343,10,41262,2024-10-04,,0
16344,10,10173,2022-10-10,,2
16345,6,22644,2023-11-12,,3
16346,13,5723,2022-06-14,,4
16347,6,37177,2023-11-02,,2
16348,20,10197,2023-07-30,,1
16349,6,1473,2023-01-01,,1
16350,8,39612,2024-06-18,,4
16351,16,33077,2022-10-05,,0
16352,17,43680,2023-09-27,,1
16353,19,6556,2023-10-27,,5
16354,6,15832,2022-09-11,,1
16355,8,6052,2024-10-18,,2
16356,8,30456,2022-03-06,,3
16357,9,27585,2024-03-08,,4
16358,18,32035,2022-12-11,,5
16359,8,34286,2023-12-30,,2
16360,9,20981,2024-06-21,,0
16361,2,30272,2022-02-21,,0
16362,9,44500,2022-11-10,,1
16363,3,40547,2024-01-02,,4
16364,16,3149,2022-07-27,,0
16365,12,11522,2023-05-28,,0
16366,1,26789,2024-07-29,,3
16367,3,17020,2022-12-04,,3
16368,17,15701,2022-01-26,,5
16369,9,6439,2023-05-22,,3
16370,10,30446,2024-07-03,,2
16371,7,6031,2022-12-20,,1
16372,13,21489,2022-10-05,,3
16373,3,34802,2024-01-05,,5
16374,2,27353,2022-08-14,,3
16375,18,20488,2023-06-19,,3
16376,8,21047,2024-09-18,,1
16377,8,10120,2024-04-09,,3
16378,10,14947,2022-12-15,,2
16379,1,30903,2024-06-16,,3
16380,16,32644,2024-12-08,,0
16381,11,11041,2024-04-09,,2
16382,3,32528,2023-05-20,,4
16383,11,23112,2024-09-12,,3
16384,12,12656,2022-05-19,,5
16385,19,6040,2024-05-28,,1
16386,9,29943,2024-12-10,,2
16387,20,39363,2022-06-14,,4
16388,8,81,2024-06-10,,5
16389,16,41980,2022-02-06,,1
16390,7,28292,2022-11-24,,5
16391,4,10956,2022-03-15,,5
16392,19,38566,2022-11-26,,0
16393,8,25081,2023-01-11,,5
16394,6,31149,2024-02-15,,4
16395,7,1010,2024-08-22,,2
16396,18,27408,2024-08-18,,0
16397,19,23270,2023-09-27,,1
16398,9,3159,2023-12-12,,2
16399,4,36359,2024-03-23,,3
16400,9,44984,2023-10-19,,3
16401,11,36455,2023-05-16,,0
16402,18,26589,2024-04-09,,2
16403,4,25683,2023-04-04,,3
16404,2,9695,2022-12-23,,4
16405,4,14256,2024-11-12,,0
16406,17,7151,2023-09-05,,0
16407,8,8521,2024-10-26,,5
16408,17,20335,2024-09-18,,1
16409,4,35481,2022-07-13,,0
16410,12,6169,2024-07-24,,4
16411,18,1280,2023-12-29,,4
16412,16,13893,2022-06-11,,1
16413,19,11443,2022-01-21,,4
16414,14,29155,2022-10-16,,2
16415,8,9018,2022-12-31,,4
16416,7,37563,2022-07-31,,0
16417,10,38107,2022-05-15,,1
16418,10,5352,2023-04-04,,5
16419,3,35921,2024-05-07,,5
16420,20,19280,2024-06-12,,5
16421,20,12674,2022-02-16,,1
16422,2,555,2023-10-24,,5
16423,1,39861,2024-12-05,,2
16424,7,44931,2024-01-26,,3
16425,1,21052,2024-10-19,,2
16426,20,30894,2024-01-09,,2
16427,5,31386,2024-11-02,,0
16428,3,39618,2022-02-02,,0
16429,12,34950,2024-05-29,,0
16430,19,41464,2022-08-01,,4
16431,14,38023,2022-01-21,,4
16432,13,3635,2023-09-30,,0
16433,9,38478,2023-03-29,,3
16434,13,22716,2022-05-28,,4
16435,3,2367,2024-06-19,,4
16436,16,14700,2023-10-28,,5
16437,17,16283,2024-06-15,,5
16438,14,25613,2022-04-02,,0
16439,20,12506,2023-06-20,,1
16440,5,4621,2022-08-21,,0
16441,14,23388,2023-11-21,,0
16442,19,35311,2024-02-05,,1
16443,10,4629,2024-06-16,,3
16444,4,8900,2023-02-10,,5
16445,11,278,2024-04-24,,2
16446,14,10191,2023-04-11,,2
16447,18,23132,2022-09-15,,3
16448,10,9772,2022-06-11,,1
16449,19,24198,2023-06-03,,0
16450,13,6641,2023-02-10,,1
16451,20,13960,2023-03-17,,5
16452,20,27175,2024-08-21,,0
16453,20,39039,2023-04-17,,0
16454,6,37556,2023-01-21,,2
16455,8,37587,2022-07-19,,3
16456,6,28563,2024-05-15,,4
16457,9,23852,2022-02-17,,2
16458,10,38621,2022-02-06,,3
16459,6,34822,2022-08-08,,4
16460,1,17436,2022-10-02,,2
16461,18,17804,2023-11-11,,5
16462,12,25171,2022-07-09,,5
16463,10,38175,2024-09-13,,0
16464,8,7294,2024-09-26,,0
16465,12,38332,2023-02-05,,0
16466,14,4681,2024-01-24,,2
16467,14,860,2022-12-05,,4
16468,11,23533,2024-11-12,,0
16469,12,53,2024-01-13,,4
16470,4,44884,2022-07-08,,2
16471,20,31541,2022-09-17,,4
16472,9,22351,2022-07-13,,1
16473,20,21428,2022-02-21,,3
16474,17,35326,2022-04-28,,0
16475,6,25004,2024-04-15,,5
16476,19,21386,2024-02-05,,3
16477,18,2705,2023-09-12,,3
16478,7,33412,2022-05-18,,5
16479,3,39386,2023-07-06,,4
16480,5,22692,2022-07-19,,1
16481,16,40027,2023-10-22,,2
16482,9,1275,2023-10-20,,4
16483,17,3312,2023-04-02,,0
16484,1,8485,2024-08-18,,4
16485,1,22867,2022-06-21,,0
16486,15,18668,2023-09-04,,3
16487,14,36335,2022-11-22,,2
16488,19,6550,2023-12-18,,2
16489,20,24457,2023-12-18,,1
16490,5,24338,2022-12-14,,4
16491,5,16138,2024-02-01,,3
16492,18,42683,2024-11-03,,5
16493,10,24593,2024-11-24,,2
16494,16,30911,2023-08-24,,5
16495,11,41031,2024-01-18,,3
16496,9,30601,2024-04-21,,5
16497,7,44665,2024-05-25,,0
16498,1,6577,2023-02-02,,4
16499,17,34943,2024-04-27,,5
16500,18,36372,2023-08-27,,5
16501,4,8252,2024-08-22,,4
16502,12,33772,2024-05-14,,4
16503,19,29199,2022-05-07,,5
16504,20,12561,2024-06-02,,1
16505,10,27845,2023-05-20,,0
16506,8,13766,2023-01-27,,1
16507,11,34551,2023-12-04,,5
16508,18,8669,2024-05-03,,4
16509,7,40933,2024-08-02,,3
16510,6,21707,2022-01-20,,1
16511,15,3250,2023-12-12,,1
16512,1,22713,2024-11-07,,3
16513,5,44871,2024-03-15,,0
16514,4,29445,2024-11-13,,0
16515,2,36997,2022-09-21,,2
16516,18,28719,2022-12-01,,4
16517,7,14138,2023-12-28,,1
16518,19,9999,2022-03-05,,1
16519,9,8859,2023-12-22,,1
16520,14,27667,2022-05-10,,0
16521,15,21934,2024-11-02,,4
16522,5,18772,2022-01-04,,0
16523,5,36128,2022-06-08,,5
16524,13,13488,2022-06-17,,4
16525,4,22050,2022-03-02,,5
16526,5,33846,2022-03-27,,1
16527,15,31177,2022-01-06,,1
16528,6,44010,2022-10-31,,1
16529,14,27384,2022-06-23,,3
16530,5,4601,2023-11-05,,5
16531,4,26486,2022-04-01,,1
16532,5,13519,2022-07-13,,1
16533,1,33059,2022-12-29,,5
16534,20,28240,2022-09-01,,1
16535,19,41643,2024-04-05,,4
16536,2,44125,2022-07-19,,0
16537,9,27710,2024-01-12,,5
16538,11,38531,2024-03-18,,3
16539,12,18135,2023-01-16,,3
16540,14,38619,2022-02-09,,2
16541,1,29917,2023-02-17,,3
16542,1,37946,2024-09-26,,3
16543,1,38211,2022-10-03,,5
16544,13,18023,2023-12-04,,0
16545,17,31588,2024-03-05,,5
16546,2,3989,2022-07-05,,0
16547,8,7736,2022-08-12,,4
16548,6,16161,2024-01-03,,3
16549,19,43272,2022-06-18,,3
16550,3,2699,2023-01-10,,4
16551,1,22183,2024-08-02,,4
16552,11,37805,2022-06-16,,1
16553,10,36874,2023-03-11,,0
16554,10,10763,2024-04-01,,0
16555,7,42485,2023-04-15,,2
16556,9,38998,2024-08-17,,0
16557,9,12700,2024-09-06,,3
16558,5,17919,2024-10-17,,1
16559,15,19540,2024-02-19,,2
16560,3,4444,2024-07-14,,0
16561,4,42615,2022-06-20,,4
16562,18,25646,2024-02-24,,0
16563,15,35850,2022-07-26,,4
16564,3,23373,2024-11-15,,2
16565,13,36943,2024-06-23,,1
16566,3,27789,2023-06-02,,5
16567,14,24839,2024-12-14,,3
16568,2,2704,2024-10-09,,4
16569,7,43728,2023-04-03,,5
16570,2,17064,2023-09-26,,0
16571,3,4451,2024-11-07,,1
16572,19,28693,2024-08-21,,1
16573,16,28089,2023-01-14,,1
16574,14,22061,2023-06-02,,1
16575,6,25652,2022-11-09,,2
16576,19,18658,2023-02-13,,3
16577,18,18858,2023-09-24,,1
16578,10,25450,2024-03-08,,4
16579,2,28456,2024-11-01,,0
16580,10,22599,2023-03-11,,4
16581,6,28316,2023-06-10,,5
16582,8,14772,2022-10-18,,5
16583,7,32024,2022-09-25,,0
16584,2,10951,2023-05-19,,0
16585,8,6560,2022-05-31,,2
16586,16,44434,2023-05-25,,2
16587,13,11579,2022-04-23,,0
16588,1,21033,2023-08-29,,5
16589,13,35750,2024-08-08,,4
16590,11,34752,2023-02-20,,4
16591,1,9177,2023-11-16,,0
16592,17,3545,2023-02-03,,0
16593,20,36919,2022-03-01,,5
16594,2,19514,2023-09-14,,2
16595,4,40398,2022-07-09,,5
16596,9,4035,2023-06-04,,2
16597,13,7661,2024-05-20,,0
16598,9,30033,2024-12-02,,5
16599,8,33262,2023-01-07,,1
16600,10,24111,2022-08-27,,2
16601,8,7559,2024-09-21,,5
16602,13,15545,2024-12-13,,4
16603,20,29142,2022-12-12,,3
16604,13,21536,2024-03-29,,1
16605,19,34072,2023-11-12,,3
16606,10,24247,2023-07-03,,4
16607,16,40433,2024-08-26,,0
16608,20,29082,2023-01-28,,2
16609,16,35019,2023-01-26,,3
16610,5,1905,2024-08-23,,2
16611,16,17203,2023-06-15,,4
16612,5,37169,2022-01-22,,0
16613,15,36015,2024-08-17,,4
16614,5,5217,2023-08-11,,0
16615,7,6283,2024-07-02,,1
16616,11,32477,2023-10-06,,2
16617,3,34610,2022-10-15,,4
16618,16,29034,2023-12-20,,2
16619,6,38709,2023-10-23,,2
16620,13,6348,2022-12-28,,1
16621,10,9119,2022-03-18,,2
16622,3,33538,2024-08-14,,3
16623,16,40931,2023-02-06,,2
16624,4,23241,2022-11-25,,0
16625,2,2019,2022-11-09,,2
16626,5,3280,2022-04-30,,0
16627,4,25453,2022-04-29,,5
16628,17,41802,2024-10-15,,1
16629,3,15858,2022-01-02,,0
16630,16,35884,2022-11-13,,3
16631,5,35927,2024-08-04,,2
16632,8,6422,2024-11-22,,1
16633,3,27249,2022-09-04,,1
16634,17,42199,2024-08-02,,2
16635,7,22522,2022-02-10,,1
16636,7,32904,2024-07-23,,0
16637,7,16477,2022-08-30,,3
16638,14,24110,2024-10-04,,3
16639,12,12101,2024-10-14,,1
16640,9,7403,2022-08-06,,1
16641,16,41214,2023-11-17,,4
16642,15,36812,2022-04-24,,1
16643,5,37053,2022-06-25,,1
16644,1,11017,2022-01-17,,3
16645,9,23311,2024-01-22,,3
16646,8,37943,2023-01-10,,3
16647,2,36220,2023-02-09,,0
16648,1,12190,2024-03-14,,1
16649,15,44614,2024-08-29,,2
16650,10,30905,2022-08-18,,3
16651,19,44688,2024-10-03,,2
16652,12,2526,2024-06-15,,0
16653,5,24930,2022-04-25,,1
16654,18,24032,2024-11-09,,5
16655,5,31786,2024-10-24,,0
16656,20,7050,2024-09-06,,4
16657,13,21659,2022-12-28,,4
16658,20,41220,2024-06-08,,2
16659,8,17974,2024-10-19,,2
16660,2,11209,2024-11-08,,0
16661,1,9785,2022-11-23,,2
16662,4,19784,2022-08-29,,5
16663,20,6661,2023-08-24,,3
16664,12,22313,2023-02-16,,1
16665,9,32526,2024-01-24,,2
16666,5,12642,2022-01-14,,2
16667,14,44164,2024-10-06,,2
16668,9,29472,2024-04-30,,4
16669,20,8399,2022-06-27,,5
16670,17,39608,2023-06-11,,0
16671,15,14533,2024-03-18,,2
16672,5,1183,2024-08-13,,5
16673,10,43616,2023-01-20,,2
16674,14,29638,2023-12-22,,0
16675,6,43487,2022-06-08,,2
16676,15,19197,2024-08-08,,5
16677,19,36894,2024-06-09,,0
16678,9,3925,2023-04-24,,5
16679,9,16181,2022-07-28,,1
16680,12,6243,2023-04-06,,2
16681,7,4260,2023-03-11,,5
16682,14,37518,2022-11-27,,3
16683,19,10639,2022-10-04,,5
16684,20,30941,2024-03-11,,3
16685,2,44452,2023-12-13,,3
16686,5,43584,2024-12-12,,3
16687,18,23707,2023-04-12,,0
16688,3,2169,2023-04-05,,2
16689,3,5632,2022-09-11,,4
16690,10,7881,2024-09-01,,5
16691,20,10020,2024-02-27,,3
16692,6,34640,2022-08-12,,3
16693,17,1480,2024-06-29,,5
16694,2,18283,2024-12-20,,3
16695,13,29854,2024-03-23,,3
16696,5,27271,2023-01-07,,4
16697,16,24826,2022-09-14,,3
16698,18,36478,2023-02-25,,4
16699,5,16946,2022-03-16,,1
16700,2,37221,2024-10-14,,2
16701,18,39004,2023-03-20,,2
16702,17,9030,2022-02-01,,3
16703,12,14028,2022-04-08,,1
16704,8,40871,2022-04-17,,3
16705,2,24458,2022-04-06,,4
16706,17,8151,2023-03-25,,5
16707,10,41972,2023-05-06,,4
16708,9,5816,2023-02-17,,5
16709,14,6141,2024-07-29,,0
16710,7,41139,2022-12-06,,4
16711,6,20406,2022-08-31,,1
16712,14,24763,2023-01-28,,1
16713,15,34541,2023-06-01,,2
16714,15,1542,2022-10-25,,0
16715,8,17994,2023-12-16,,2
16716,2,18806,2022-03-21,,5
16717,9,17759,2022-04-10,,5
16718,8,3224,2022-02-08,,2
16719,5,29334,2024-09-10,,2
16720,2,27944,2022-11-04,,3
16721,18,904,2022-12-12,,5
16722,20,11048,2023-05-16,,2
16723,14,32440,2023-11-17,,0
16724,9,5671,2022-08-08,,2
16725,14,32178,2024-01-13,,4
16726,2,20333,2023-06-21,,5
16727,8,41160,2023-02-07,,3
16728,1,40589,2023-01-04,,4
16729,15,7122,2022-07-03,,0
16730,5,19797,2022-05-17,,5
16731,15,27305,2024-09-02,,2
16732,15,23153,2022-03-07,,3
16733,8,35180,2022-01-14,,3
16734,3,4690,2024-02-13,,1
16735,7,14755,2022-10-23,,0
16736,3,9992,2023-07-21,,4
16737,11,32398,2022-10-22,,2
16738,3,11874,2023-01-03,,2
16739,8,28688,2023-09-26,,4
16740,6,17488,2023-05-28,,3
16741,1,36752,2022-02-06,,1
16742,14,35294,2023-07-07,,0
16743,14,30347,2023-01-13,,0
16744,20,33850,2023-09-13,,5
16745,4,3572,2023-10-08,,3
16746,11,25031,2024-02-26,,5
16747,11,28574,2024-03-03,,3
16748,2,37671,2022-08-15,,4
16749,11,19,2024-10-24,,5
16750,20,38004,2023-08-25,,1
16751,19,35868,2023-08-08,,4
16752,17,25922,2024-03-30,,0
16753,19,33876,2022-10-16,,1
16754,14,13730,2024-10-01,,2
16755,5,5013,2024-09-19,,4
16756,1,33338,2024-05-04,,5
16757,12,12535,2024-05-17,,5
16758,10,1412,2022-07-25,,4
16759,12,2818,2024-03-20,,0
16760,6,42003,2022-01-05,,4
16761,8,18541,2022-08-13,,1
16762,3,11671,2022-10-15,,3
16763,18,11488,2024-09-28,,5
16764,19,40797,2023-08-06,,5
16765,1,4806,2024-01-02,,0
16766,13,23363,2023-03-03,,5
16767,19,13995,2023-02-25,,4
16768,13,29232,2024-12-07,,1
16769,1,13061,2022-03-02,,5
16770,12,23791,2024-09-19,,0
16771,18,3071,2023-11-06,,1
16772,9,33184,2023-03-30,,4
16773,12,10508,2024-07-31,,2
16774,8,7484,2023-07-19,,5
16775,15,6798,2024-11-24,,1
16776,14,7666,2024-12-09,,2
16777,10,8701,2022-05-31,,3
16778,5,27327,2024-11-01,,5
16779,7,13604,2024-06-15,,0
16780,4,14327,2023-12-08,,0
16781,10,43286,2024-09-30,,5
16782,11,21552,2022-05-24,,1
16783,7,38738,2024-12-18,,3
16784,1,25524,2024-11-24,,0
16785,1,37201,2022-05-09,,4
16786,9,5624,2024-07-09,,3
16787,5,43644,2024-12-05,,4
16788,19,13054,2022-12-01,,2
16789,17,13719,2024-09-03,,0
16790,18,27319,2023-03-28,,5
16791,12,4847,2024-09-16,,4
16792,11,3950,2023-11-08,,2
16793,20,2949,2022-05-24,,4
16794,18,1325,2023-12-02,,4
16795,6,10469,2023-07-11,,5
16796,6,42124,2022-01-06,,2
16797,20,249,2024-06-24,,3
16798,19,1544,2022-09-11,,5
16799,4,41908,2022-11-01,,1
16800,4,1375,2023-05-12,,2
16801,6,35428,2024-08-01,,3
16802,13,19111,2024-01-16,,1
16803,14,17213,2022-06-17,,4
16804,7,30471,2023-12-14,,5
16805,11,15343,2023-07-08,,3
16806,19,24786,2023-03-06,,1
16807,14,6656,2022-07-14,,0
16808,14,32994,2024-07-14,,2
16809,18,3434,2022-01-29,,5
16810,16,23876,2023-06-30,,0
16811,10,33345,2022-01-20,,2
16812,11,29889,2023-03-09,,0
16813,6,853,2024-10-18,,0
16814,18,9570,2023-09-04,,5
16815,4,28634,2023-05-11,,0
16816,17,35711,2024-03-12,,3
16817,20,8641,2022-12-23,,2
16818,13,33438,2022-10-17,,3
16819,17,7704,2022-04-24,,4
16820,4,3483,2024-10-25,,4
16821,16,14531,2022-06-01,,1
16822,6,3803,2023-08-15,,0
16823,10,43631,2023-11-18,,5
16824,11,29983,2022-09-04,,2
16825,14,4653,2022-09-01,,1
16826,16,5359,2022-05-13,,3
16827,3,11860,2023-11-04,,4
16828,9,44709,2022-03-09,,4
16829,12,36744,2024-12-10,,0
16830,3,22345,2022-08-17,,2
16831,4,15985,2024-11-16,,3
16832,14,10061,2024-02-16,,4
16833,1,39791,2022-10-25,,3
16834,10,29631,2022-12-21,,5
16835,19,41578,2023-09-27,,3
16836,8,29786,2022-08-23,,1
16837,8,3858,2024-02-27,,5
16838,7,17346,2022-09-20,,2
16839,8,15096,2022-09-09,,2
16840,17,39149,2023-07-05,,1
16841,6,9809,2023-07-02,,5
16842,2,13787,2023-06-01,,0
16843,5,41216,2024-01-01,,3
16844,7,38774,2023-03-22,,1
16845,10,33691,2023-04-09,,4
16846,18,43661,2022-05-28,,5
16847,20,4164,2022-09-16,,2
16848,7,14242,2024-03-10,,4
16849,7,22603,2024-05-27,,4
16850,5,38886,2024-03-20,,4
16851,2,38671,2023-05-21,,3
16852,11,2964,2022-05-20,,4
16853,8,6025,2024-06-19,,2
16854,13,24928,2024-11-15,,0
16855,11,4003,2023-01-06,,5
16856,7,10623,2022-01-08,,0
16857,4,8676,2022-08-07,,4
16858,1,31965,2024-11-09,,4
16859,7,2661,2022-03-29,,0
16860,17,10309,2022-07-26,,0
16861,13,30520,2024-05-01,,3
16862,11,250,2024-05-21,,5
16863,14,8377,2024-05-31,,4
16864,16,28141,2023-11-13,,2
16865,17,39339,2022-04-03,,4
16866,2,24378,2022-09-07,,2
16867,12,41552,2022-08-17,,5
16868,3,39215,2023-06-28,,2
16869,3,34907,2023-07-23,,0
16870,18,22136,2022-03-11,,1
16871,3,20406,2023-09-23,,3
16872,1,34479,2022-06-28,,0
16873,19,31974,2023-02-26,,0
16874,8,339,2022-01-30,,2
16875,14,37521,2024-08-07,,3
16876,20,34698,2024-01-16,,2
16877,10,15707,2022-06-06,,3
16878,19,10522,2023-10-29,,2
16879,10,33771,2022-09-08,,1
16880,13,41114,2024-05-27,,3
16881,18,3135,2024-07-06,,3
16882,14,42918,2023-06-04,,2
16883,18,37335,2024-05-04,,0
16884,20,28821,2023-09-16,,3
16885,8,42130,2024-06-10,,2
16886,18,20365,2023-06-25,,0
16887,4,44565,2024-01-13,,1
16888,3,41194,2023-04-20,,0
16889,3,454,2023-03-31,,2
16890,10,12330,2022-08-22,,4
16891,6,16791,2024-11-24,,2
16892,5,24188,2024-07-22,,0
16893,1,36113,2024-10-01,,3
16894,5,8992,2023-09-22,,2
16895,15,20566,2023-12-31,,1
16896,12,35734,2022-07-06,,4
16897,9,12853,2023-06-11,,1
16898,19,5904,2024-02-19,,4
16899,1,11981,2022-08-19,,4
16900,3,27004,2023-09-14,,3
16901,2,4295,2024-11-19,,3
16902,15,31383,2023-09-24,,5
16903,7,38486,2023-01-10,,4
16904,1,30729,2023-09-21,,2
16905,6,43021,2024-04-01,,1
16906,13,40395,2024-08-13,,1
16907,4,9656,2023-06-10,,4
16908,12,34149,2024-06-20,,4
16909,20,27127,2022-03-09,,2
16910,19,41716,2022-04-01,,0
16911,19,6610,2022-06-25,,0
16912,8,37992,2024-02-02,,1
16913,6,35076,2022-07-28,,3
16914,15,36374,2023-05-11,,0
16915,20,10152,2024-07-09,,1
16916,7,14604,2023-09-01,,4
16917,20,24610,2023-03-26,,0
16918,4,1841,2024-05-19,,2
16919,3,9000,2024-03-26,,0
16920,8,20054,2022-01-31,,2
16921,14,2847,2024-02-18,,3
16922,2,30193,2022-03-13,,3
16923,11,8407,2023-11-23,,5
16924,8,5210,2022-01-04,,0
16925,3,17552,2022-10-31,,1
16926,11,28774,2022-10-30,,2
16927,10,19421,2022-09-12,,0
16928,15,1904,2023-05-31,,2
16929,11,2425,2024-02-15,,3
16930,15,6028,2023-10-27,,0
16931,3,31521,2023-10-20,,3
16932,11,21186,2022-04-30,,2
16933,18,25045,2023-12-09,,4
16934,6,10744,2024-07-19,,1
16935,9,16301,2023-07-17,,3
