MADG,MATK,DIEMDG,THAIDONV,MUCDOHAILONG,BINHLUAN
89808,18464,2,2,8,Dịch vụ tốt
89809,9347,5,8,3,Dịch vụ tốt
89810,18563,2,4,10,Dịch vụ tốt
89811,15321,5,8,6,Dịch vụ tốt
89812,7915,7,6,4,Dịch vụ tốt
89813,25384,5,7,8,Dịch vụ tốt
89814,3792,9,8,5,Dịch vụ tốt
89815,6258,8,9,8,Dịch vụ tốt
89816,6372,3,5,10,Dịch vụ tốt
89817,9000,7,1,2,Dịch vụ tốt
89818,24272,2,8,8,Dịch vụ tốt
89819,16287,8,6,3,Dịch vụ tốt
89820,28630,10,3,1,Dịch vụ tốt
89821,23935,4,5,1,Dịch vụ tốt
89822,13467,7,4,10,Dịch vụ tốt
89823,48,6,10,5,Dịch vụ tốt
89824,5842,10,10,6,Dịch vụ tốt
89825,243,1,8,2,Dịch vụ tốt
89826,8299,8,4,10,Dịch vụ tốt
89827,25509,6,4,2,Dịch vụ tốt
89828,3447,6,8,3,Dịch vụ tốt
89829,22543,2,8,9,Dịch vụ tốt
89830,21157,6,3,6,Dịch vụ tốt
89831,6013,4,2,3,Dịch vụ tốt
89832,12165,8,2,8,Dịch vụ tốt
89833,16731,1,2,10,Dịch vụ tốt
89834,18736,10,7,2,Dịch vụ tốt
89835,7604,10,3,8,Dịch vụ tốt
89836,23081,10,10,7,Dịch vụ tốt
89837,20696,6,8,7,Dịch vụ tốt
89838,18204,9,7,10,Dịch vụ tốt
89839,17232,8,6,10,Dịch vụ tốt
89840,3695,10,1,2,Dịch vụ tốt
89841,19202,2,2,6,Dịch vụ tốt
89842,7836,2,4,1,Dịch vụ tốt
89843,7098,10,6,1,Dịch vụ tốt
89844,3062,9,3,5,Dịch vụ tốt
89845,3410,1,7,3,Dịch vụ tốt
89846,27736,10,5,10,Dịch vụ tốt
89847,18127,8,10,3,Dịch vụ tốt
89848,29160,3,3,6,Dịch vụ tốt
89849,9469,8,4,4,Dịch vụ tốt
89850,2911,5,5,8,Dịch vụ tốt
89851,8520,9,2,8,Dịch vụ tốt
89852,23567,2,8,9,Dịch vụ tốt
89853,29670,4,2,4,Dịch vụ tốt
89854,7500,3,6,4,Dịch vụ tốt
89855,29048,3,1,5,Dịch vụ tốt
89856,28580,8,4,3,Dịch vụ tốt
89857,17248,5,1,3,Dịch vụ tốt
89858,11630,1,3,8,Dịch vụ tốt
89859,2414,4,6,10,Dịch vụ tốt
89860,14751,5,5,2,Dịch vụ tốt
89861,23297,3,10,2,Dịch vụ tốt
89862,7898,7,6,7,Dịch vụ tốt
89863,3477,3,10,5,Dịch vụ tốt
89864,17378,5,8,3,Dịch vụ tốt
89865,15144,3,5,1,Dịch vụ tốt
89866,8028,8,1,2,Dịch vụ tốt
89867,2937,10,4,2,Dịch vụ tốt
89868,10755,2,1,1,Dịch vụ tốt
89869,3377,3,1,4,Dịch vụ tốt
89870,14469,5,2,10,Dịch vụ tốt
89871,11953,6,10,6,Dịch vụ tốt
89872,23264,6,5,9,Dịch vụ tốt
89873,26321,5,2,5,Dịch vụ tốt
89874,12462,8,9,5,Dịch vụ tốt
89875,9770,3,8,8,Dịch vụ tốt
89876,8904,7,2,7,Dịch vụ tốt
89877,26957,3,7,7,Dịch vụ tốt
89878,22559,9,10,10,Dịch vụ tốt
89879,6207,2,6,9,Dịch vụ tốt
89880,18905,2,5,1,Dịch vụ tốt
89881,27343,5,6,8,Dịch vụ tốt
89882,13859,5,2,1,Dịch vụ tốt
89883,22188,3,6,4,Dịch vụ tốt
89884,19851,10,9,6,Dịch vụ tốt
89885,18203,10,6,8,Dịch vụ tốt
89886,7855,8,10,10,Dịch vụ tốt
89887,17561,8,9,10,Dịch vụ tốt
89888,3824,8,7,3,Dịch vụ tốt
89889,10043,1,6,2,Dịch vụ tốt
89890,12526,2,1,8,Dịch vụ tốt
89891,17763,5,9,9,Dịch vụ tốt
89892,12734,10,1,9,Dịch vụ tốt
89893,12417,7,8,2,Dịch vụ tốt
89894,127,3,6,4,Dịch vụ tốt
89895,2698,9,6,7,Dịch vụ tốt
89896,1859,5,7,5,Dịch vụ tốt
89897,29059,10,5,2,Dịch vụ tốt
89898,18306,9,7,7,Dịch vụ tốt
89899,5331,10,7,6,Dịch vụ tốt
89900,20719,8,1,2,Dịch vụ tốt
89901,475,7,4,6,Dịch vụ tốt
89902,14196,8,6,3,Dịch vụ tốt
89903,9228,8,7,7,Dịch vụ tốt
89904,1085,10,2,5,Dịch vụ tốt
89905,1759,5,6,3,Dịch vụ tốt
89906,12738,2,6,8,Dịch vụ tốt
89907,6082,7,7,2,Dịch vụ tốt
89908,17430,4,1,1,Dịch vụ tốt
89909,29874,9,9,2,Dịch vụ tốt
89910,11115,1,3,5,Dịch vụ tốt
89911,21894,4,9,8,Dịch vụ tốt
89912,13062,1,4,7,Dịch vụ tốt
89913,29645,9,7,1,Dịch vụ tốt
89914,1532,6,4,8,Dịch vụ tốt
89915,23444,5,6,8,Dịch vụ tốt
89916,24224,3,5,4,Dịch vụ tốt
89917,5391,4,4,7,Dịch vụ tốt
89918,20462,8,7,5,Dịch vụ tốt
89919,29805,4,4,1,Dịch vụ tốt
89920,13052,2,7,3,Dịch vụ tốt
89921,3934,1,4,4,Dịch vụ tốt
89922,6184,5,1,2,Dịch vụ tốt
89923,6498,6,6,9,Dịch vụ tốt
89924,8518,3,4,5,Dịch vụ tốt
89925,22013,4,2,9,Dịch vụ tốt
89926,2274,8,1,8,Dịch vụ tốt
89927,6405,2,4,10,Dịch vụ tốt
89928,13547,6,5,2,Dịch vụ tốt
89929,2648,3,4,1,Dịch vụ tốt
89930,3117,6,8,1,Dịch vụ tốt
89931,17816,10,1,9,Dịch vụ tốt
89932,18174,3,7,10,Dịch vụ tốt
89933,10534,2,3,7,Dịch vụ tốt
89934,27320,1,2,5,Dịch vụ tốt
89935,12013,2,8,3,Dịch vụ tốt
89936,21782,6,10,4,Dịch vụ tốt
89937,22636,1,8,1,Dịch vụ tốt
89938,14095,5,2,4,Dịch vụ tốt
89939,20896,7,10,10,Dịch vụ tốt
89940,26637,4,10,10,Dịch vụ tốt
89941,3513,3,1,4,Dịch vụ tốt
89942,3927,8,7,6,Dịch vụ tốt
89943,28068,3,5,3,Dịch vụ tốt
89944,11748,1,3,7,Dịch vụ tốt
89945,59,7,9,4,Dịch vụ tốt
89946,17189,7,9,4,Dịch vụ tốt
89947,1124,5,9,6,Dịch vụ tốt
89948,15138,8,2,7,Dịch vụ tốt
89949,28547,10,7,4,Dịch vụ tốt
89950,20944,2,7,1,Dịch vụ tốt
89951,9204,9,4,3,Dịch vụ tốt
89952,11883,4,4,1,Dịch vụ tốt
89953,21283,5,4,1,Dịch vụ tốt
89954,10097,5,8,9,Dịch vụ tốt
89955,27681,10,3,3,Dịch vụ tốt
89956,3039,8,4,1,Dịch vụ tốt
89957,11981,10,7,5,Dịch vụ tốt
89958,3647,9,3,10,Dịch vụ tốt
89959,11051,7,2,2,Dịch vụ tốt
89960,23971,5,1,9,Dịch vụ tốt
89961,25415,5,4,8,Dịch vụ tốt
89962,28746,7,1,1,Dịch vụ tốt
89963,11147,2,10,9,Dịch vụ tốt
89964,5828,7,5,3,Dịch vụ tốt
89965,9099,2,5,9,Dịch vụ tốt
89966,22488,7,7,6,Dịch vụ tốt
89967,2400,4,5,3,Dịch vụ tốt
89968,17486,1,3,7,Dịch vụ tốt
89969,27159,3,1,5,Dịch vụ tốt
89970,28457,8,9,9,Dịch vụ tốt
89971,13460,8,10,7,Dịch vụ tốt
89972,4127,10,6,9,Dịch vụ tốt
89973,13289,1,10,1,Dịch vụ tốt
89974,21727,4,6,6,Dịch vụ tốt
89975,24952,6,1,10,Dịch vụ tốt
89976,7514,10,4,9,Dịch vụ tốt
89977,18059,5,2,10,Dịch vụ tốt
89978,18672,8,2,9,Dịch vụ tốt
89979,16488,10,5,5,Dịch vụ tốt
89980,29537,2,10,4,Dịch vụ tốt
89981,13052,1,10,9,Dịch vụ tốt
89982,17507,1,1,10,Dịch vụ tốt
89983,17016,9,7,4,Dịch vụ tốt
89984,4457,8,3,10,Dịch vụ tốt
89985,17794,1,3,6,Dịch vụ tốt
89986,15992,1,7,7,Dịch vụ tốt
89987,12410,9,1,7,Dịch vụ tốt
89988,5143,1,3,2,Dịch vụ tốt
89989,24531,8,9,7,Dịch vụ tốt
89990,26921,2,2,8,Dịch vụ tốt
89991,21620,7,9,3,Dịch vụ tốt
89992,26264,4,4,5,Dịch vụ tốt
89993,19325,8,7,5,Dịch vụ tốt
89994,9393,10,8,4,Dịch vụ tốt
89995,9310,10,4,8,Dịch vụ tốt
89996,18633,5,1,5,Dịch vụ tốt
89997,11273,10,6,3,Dịch vụ tốt
89998,16581,5,7,5,Dịch vụ tốt
89999,4370,9,7,4,Dịch vụ tốt
90000,22800,4,7,6,Dịch vụ tốt
90001,26682,9,2,1,Dịch vụ tốt
90002,21758,10,1,3,Dịch vụ tốt
90003,3781,7,9,4,Dịch vụ tốt
90004,25765,4,5,1,Dịch vụ tốt
90005,8192,4,4,9,Dịch vụ tốt
90006,5096,4,4,8,Dịch vụ tốt
90007,4696,8,3,7,Dịch vụ tốt
90008,207,8,2,9,Dịch vụ tốt
90009,19305,7,5,1,Dịch vụ tốt
90010,2180,5,10,10,Dịch vụ tốt
90011,9481,4,4,1,Dịch vụ tốt
90012,23490,9,9,10,Dịch vụ tốt
90013,11770,4,10,7,Dịch vụ tốt
90014,2938,5,9,10,Dịch vụ tốt
90015,889,10,5,8,Dịch vụ tốt
90016,22201,6,6,1,Dịch vụ tốt
90017,20230,9,1,8,Dịch vụ tốt
90018,21451,2,5,8,Dịch vụ tốt
90019,11414,4,3,6,Dịch vụ tốt
90020,6887,3,10,7,Dịch vụ tốt
90021,13505,6,10,2,Dịch vụ tốt
90022,24908,3,6,6,Dịch vụ tốt
90023,25638,8,6,10,Dịch vụ tốt
90024,27604,8,6,1,Dịch vụ tốt
90025,10256,2,7,4,Dịch vụ tốt
90026,27231,9,9,10,Dịch vụ tốt
90027,10332,5,7,5,Dịch vụ tốt
90028,7558,2,10,9,Dịch vụ tốt
90029,433,6,6,5,Dịch vụ tốt
90030,18006,2,8,9,Dịch vụ tốt
90031,13974,3,10,1,Dịch vụ tốt
90032,3715,4,5,5,Dịch vụ tốt
90033,8616,7,1,9,Dịch vụ tốt
90034,4807,9,10,9,Dịch vụ tốt
90035,7190,5,5,2,Dịch vụ tốt
90036,19014,8,4,10,Dịch vụ tốt
90037,10146,7,3,9,Dịch vụ tốt
90038,18494,7,3,5,Dịch vụ tốt
90039,1567,9,7,9,Dịch vụ tốt
90040,14632,4,6,10,Dịch vụ tốt
90041,24304,1,6,5,Dịch vụ tốt
90042,22944,6,4,2,Dịch vụ tốt
90043,2095,8,7,10,Dịch vụ tốt
90044,17847,7,1,3,Dịch vụ tốt
90045,25754,9,4,4,Dịch vụ tốt
90046,8525,2,8,6,Dịch vụ tốt
90047,19723,10,7,1,Dịch vụ tốt
90048,18871,4,10,7,Dịch vụ tốt
90049,12004,5,7,9,Dịch vụ tốt
90050,9537,2,8,7,Dịch vụ tốt
90051,9191,8,9,5,Dịch vụ tốt
90052,8837,10,10,7,Dịch vụ tốt
90053,22594,10,4,6,Dịch vụ tốt
90054,8815,2,9,4,Dịch vụ tốt
90055,26445,8,10,3,Dịch vụ tốt
90056,29997,9,5,2,Dịch vụ tốt
90057,6398,8,3,7,Dịch vụ tốt
90058,2659,8,3,8,Dịch vụ tốt
90059,8866,2,3,9,Dịch vụ tốt
90060,14543,5,1,6,Dịch vụ tốt
90061,27185,1,6,5,Dịch vụ tốt
90062,13749,8,5,9,Dịch vụ tốt
90063,27416,9,7,9,Dịch vụ tốt
90064,4678,9,1,8,Dịch vụ tốt
90065,23641,4,1,3,Dịch vụ tốt
90066,20045,9,1,8,Dịch vụ tốt
90067,9406,8,6,8,Dịch vụ tốt
90068,23361,10,2,1,Dịch vụ tốt
90069,26016,4,10,4,Dịch vụ tốt
90070,28065,6,2,1,Dịch vụ tốt
90071,22253,3,8,8,Dịch vụ tốt
90072,11741,6,8,4,Dịch vụ tốt
90073,2358,6,3,10,Dịch vụ tốt
90074,4377,1,2,9,Dịch vụ tốt
90075,19733,8,5,4,Dịch vụ tốt
90076,13996,7,10,5,Dịch vụ tốt
90077,740,1,5,4,Dịch vụ tốt
90078,9777,7,5,1,Dịch vụ tốt
90079,24530,8,1,3,Dịch vụ tốt
90080,25798,9,5,7,Dịch vụ tốt
90081,19023,6,4,9,Dịch vụ tốt
90082,19801,8,3,5,Dịch vụ tốt
90083,5883,3,10,7,Dịch vụ tốt
90084,11412,1,10,9,Dịch vụ tốt
90085,12681,3,6,2,Dịch vụ tốt
90086,5357,6,8,6,Dịch vụ tốt
90087,22431,7,10,1,Dịch vụ tốt
90088,13568,4,2,7,Dịch vụ tốt
90089,5545,7,10,2,Dịch vụ tốt
90090,8405,6,9,1,Dịch vụ tốt
90091,15955,6,6,10,Dịch vụ tốt
90092,335,7,7,6,Dịch vụ tốt
90093,23278,6,7,8,Dịch vụ tốt
90094,17123,4,9,3,Dịch vụ tốt
90095,3324,2,8,8,Dịch vụ tốt
90096,252,3,9,1,Dịch vụ tốt
90097,23726,8,2,7,Dịch vụ tốt
90098,26205,9,9,5,Dịch vụ tốt
90099,15106,7,5,8,Dịch vụ tốt
90100,19685,3,10,7,Dịch vụ tốt
90101,11146,5,1,2,Dịch vụ tốt
90102,14934,6,9,6,Dịch vụ tốt
90103,18115,7,10,7,Dịch vụ tốt
90104,8144,5,10,5,Dịch vụ tốt
90105,28261,4,1,8,Dịch vụ tốt
90106,626,1,10,3,Dịch vụ tốt
90107,23881,3,3,9,Dịch vụ tốt
90108,26454,6,2,6,Dịch vụ tốt
90109,22148,8,4,2,Dịch vụ tốt
90110,17506,3,9,2,Dịch vụ tốt
90111,15798,1,3,10,Dịch vụ tốt
90112,1797,8,1,6,Dịch vụ tốt
90113,19323,8,8,7,Dịch vụ tốt
90114,6115,7,10,3,Dịch vụ tốt
90115,27227,9,6,6,Dịch vụ tốt
90116,24107,8,1,7,Dịch vụ tốt
90117,21237,2,8,4,Dịch vụ tốt
90118,20197,6,5,10,Dịch vụ tốt
90119,14836,3,6,5,Dịch vụ tốt
90120,2126,10,4,10,Dịch vụ tốt
90121,26213,10,9,2,Dịch vụ tốt
90122,5731,4,4,3,Dịch vụ tốt
90123,246,4,9,6,Dịch vụ tốt
90124,18264,10,3,6,Dịch vụ tốt
90125,7618,4,6,5,Dịch vụ tốt
90126,9121,8,5,7,Dịch vụ tốt
90127,12975,3,3,3,Dịch vụ tốt
90128,6162,5,5,2,Dịch vụ tốt
90129,15780,7,3,1,Dịch vụ tốt
90130,24080,4,5,3,Dịch vụ tốt
90131,4134,3,8,5,Dịch vụ tốt
90132,20530,6,5,8,Dịch vụ tốt
90133,21004,5,9,6,Dịch vụ tốt
90134,24385,2,10,10,Dịch vụ tốt
90135,29107,4,6,1,Dịch vụ tốt
90136,26652,6,8,8,Dịch vụ tốt
90137,7757,8,3,3,Dịch vụ tốt
90138,6140,7,4,5,Dịch vụ tốt
90139,5633,8,10,5,Dịch vụ tốt
90140,23231,9,7,2,Dịch vụ tốt
90141,13831,1,4,4,Dịch vụ tốt
90142,11896,7,1,5,Dịch vụ tốt
90143,17593,5,5,6,Dịch vụ tốt
90144,24116,8,1,3,Dịch vụ tốt
90145,15053,9,1,7,Dịch vụ tốt
90146,5834,10,10,9,Dịch vụ tốt
90147,15644,6,3,2,Dịch vụ tốt
90148,14876,6,4,8,Dịch vụ tốt
90149,9134,3,7,4,Dịch vụ tốt
90150,4871,1,1,8,Dịch vụ tốt
90151,24073,3,8,3,Dịch vụ tốt
90152,27999,4,5,9,Dịch vụ tốt
90153,5262,1,2,3,Dịch vụ tốt
90154,6977,7,8,1,Dịch vụ tốt
90155,7771,2,8,5,Dịch vụ tốt
90156,21549,4,3,2,Dịch vụ tốt
90157,10203,4,3,5,Dịch vụ tốt
90158,8393,2,8,4,Dịch vụ tốt
90159,28861,10,6,7,Dịch vụ tốt
90160,12937,3,2,9,Dịch vụ tốt
90161,8882,5,10,7,Dịch vụ tốt
90162,19883,5,7,10,Dịch vụ tốt
90163,220,8,6,4,Dịch vụ tốt
90164,27996,7,2,8,Dịch vụ tốt
90165,17480,6,5,6,Dịch vụ tốt
90166,9367,1,4,2,Dịch vụ tốt
90167,15941,2,6,8,Dịch vụ tốt
90168,7831,6,9,9,Dịch vụ tốt
90169,6863,3,4,1,Dịch vụ tốt
90170,24061,2,1,3,Dịch vụ tốt
90171,16244,2,1,10,Dịch vụ tốt
90172,12567,10,7,4,Dịch vụ tốt
90173,28583,8,9,3,Dịch vụ tốt
90174,3428,9,4,10,Dịch vụ tốt
90175,16335,6,6,3,Dịch vụ tốt
90176,8251,6,6,5,Dịch vụ tốt
90177,6120,2,1,8,Dịch vụ tốt
90178,16936,9,5,8,Dịch vụ tốt
90179,11528,9,3,5,Dịch vụ tốt
90180,12901,8,9,10,Dịch vụ tốt
90181,14080,7,6,4,Dịch vụ tốt
90182,12240,2,6,1,Dịch vụ tốt
90183,3058,6,3,7,Dịch vụ tốt
90184,24517,7,4,6,Dịch vụ tốt
90185,22346,5,10,8,Dịch vụ tốt
90186,19347,7,10,3,Dịch vụ tốt
90187,25658,6,4,2,Dịch vụ tốt
90188,23242,1,5,2,Dịch vụ tốt
90189,11517,7,10,5,Dịch vụ tốt
90190,27633,8,6,2,Dịch vụ tốt
90191,22344,1,9,5,Dịch vụ tốt
90192,5901,1,6,1,Dịch vụ tốt
90193,16572,6,9,8,Dịch vụ tốt
90194,199,2,8,6,Dịch vụ tốt
90195,4839,6,3,8,Dịch vụ tốt
90196,25040,6,10,4,Dịch vụ tốt
90197,18868,5,9,9,Dịch vụ tốt
90198,10254,5,3,7,Dịch vụ tốt
90199,9784,1,8,10,Dịch vụ tốt
90200,1248,5,1,1,Dịch vụ tốt
90201,25655,1,4,9,Dịch vụ tốt
90202,9842,9,8,5,Dịch vụ tốt
90203,13274,5,9,4,Dịch vụ tốt
90204,9900,5,4,4,Dịch vụ tốt
90205,27735,10,9,2,Dịch vụ tốt
90206,13254,5,9,8,Dịch vụ tốt
90207,3458,7,8,3,Dịch vụ tốt
90208,20034,5,3,4,Dịch vụ tốt
90209,24039,6,5,1,Dịch vụ tốt
90210,27218,6,2,9,Dịch vụ tốt
90211,1107,5,1,1,Dịch vụ tốt
90212,27279,1,10,6,Dịch vụ tốt
90213,24612,5,7,7,Dịch vụ tốt
90214,23504,3,6,5,Dịch vụ tốt
90215,10133,5,4,6,Dịch vụ tốt
90216,14122,6,9,5,Dịch vụ tốt
90217,26460,5,1,5,Dịch vụ tốt
90218,9716,10,3,6,Dịch vụ tốt
90219,21366,10,2,9,Dịch vụ tốt
90220,11430,3,6,8,Dịch vụ tốt
90221,1872,9,10,1,Dịch vụ tốt
90222,672,5,8,10,Dịch vụ tốt
90223,2805,3,9,1,Dịch vụ tốt
90224,16114,6,10,1,Dịch vụ tốt
90225,17789,2,9,5,Dịch vụ tốt
90226,10144,7,3,8,Dịch vụ tốt
90227,18737,4,8,8,Dịch vụ tốt
90228,5003,8,6,10,Dịch vụ tốt
90229,14640,6,9,1,Dịch vụ tốt
90230,827,1,10,1,Dịch vụ tốt
90231,1836,2,6,1,Dịch vụ tốt
90232,20915,6,9,10,Dịch vụ tốt
90233,29312,8,7,7,Dịch vụ tốt
90234,21304,6,10,7,Dịch vụ tốt
90235,7038,6,5,10,Dịch vụ tốt
90236,3186,4,8,7,Dịch vụ tốt
90237,11378,3,5,5,Dịch vụ tốt
90238,1831,9,5,6,Dịch vụ tốt
90239,27873,9,3,10,Dịch vụ tốt
90240,7380,2,10,2,Dịch vụ tốt
90241,19885,8,1,4,Dịch vụ tốt
90242,29689,7,3,10,Dịch vụ tốt
90243,11678,5,9,10,Dịch vụ tốt
90244,22303,2,2,7,Dịch vụ tốt
90245,2557,7,8,7,Dịch vụ tốt
90246,5385,1,1,10,Dịch vụ tốt
90247,10560,2,9,4,Dịch vụ tốt
90248,23335,4,9,8,Dịch vụ tốt
90249,22210,5,8,8,Dịch vụ tốt
90250,18239,10,6,6,Dịch vụ tốt
90251,11729,2,7,9,Dịch vụ tốt
90252,29334,4,5,7,Dịch vụ tốt
90253,16160,2,1,5,Dịch vụ tốt
90254,7118,2,5,9,Dịch vụ tốt
90255,19589,1,6,6,Dịch vụ tốt
90256,19342,5,4,6,Dịch vụ tốt
90257,24074,9,5,4,Dịch vụ tốt
90258,28814,9,10,7,Dịch vụ tốt
90259,16637,7,10,2,Dịch vụ tốt
90260,1605,6,10,4,Dịch vụ tốt
90261,28667,1,1,7,Dịch vụ tốt
90262,27506,4,3,1,Dịch vụ tốt
90263,27379,4,9,4,Dịch vụ tốt
90264,19033,6,1,7,Dịch vụ tốt
90265,14493,10,1,4,Dịch vụ tốt
90266,13752,8,4,9,Dịch vụ tốt
90267,20337,6,6,8,Dịch vụ tốt
90268,28678,10,6,3,Dịch vụ tốt
90269,17359,5,7,2,Dịch vụ tốt
90270,10363,9,1,4,Dịch vụ tốt
90271,7447,1,7,9,Dịch vụ tốt
90272,18380,2,9,6,Dịch vụ tốt
90273,29228,5,10,6,Dịch vụ tốt
90274,2472,9,9,7,Dịch vụ tốt
90275,19200,3,4,7,Dịch vụ tốt
90276,19220,7,5,6,Dịch vụ tốt
90277,10386,6,8,2,Dịch vụ tốt
90278,7090,8,8,4,Dịch vụ tốt
90279,15968,8,7,9,Dịch vụ tốt
90280,22281,1,7,7,Dịch vụ tốt
90281,15725,2,8,8,Dịch vụ tốt
90282,20578,8,4,7,Dịch vụ tốt
90283,14945,4,8,9,Dịch vụ tốt
90284,19702,3,5,4,Dịch vụ tốt
90285,27760,9,9,10,Dịch vụ tốt
90286,23919,2,10,6,Dịch vụ tốt
90287,498,6,4,7,Dịch vụ tốt
90288,29638,1,3,3,Dịch vụ tốt
90289,20939,10,10,9,Dịch vụ tốt
90290,11011,5,8,6,Dịch vụ tốt
90291,26870,7,10,9,Dịch vụ tốt
90292,27018,3,7,10,Dịch vụ tốt
90293,13183,3,6,10,Dịch vụ tốt
90294,13915,10,2,2,Dịch vụ tốt
90295,22848,10,6,2,Dịch vụ tốt
90296,3416,10,8,9,Dịch vụ tốt
90297,27216,6,9,4,Dịch vụ tốt
90298,21290,9,10,8,Dịch vụ tốt
90299,298,2,6,3,Dịch vụ tốt
90300,22657,2,3,7,Dịch vụ tốt
90301,8117,6,3,4,Dịch vụ tốt
90302,5315,3,9,4,Dịch vụ tốt
90303,26888,1,4,9,Dịch vụ tốt
90304,28624,7,5,9,Dịch vụ tốt
90305,9899,10,2,10,Dịch vụ tốt
90306,19497,5,2,8,Dịch vụ tốt
90307,2910,1,3,3,Dịch vụ tốt
90308,20366,7,3,1,Dịch vụ tốt
90309,3839,4,4,1,Dịch vụ tốt
90310,15559,9,10,5,Dịch vụ tốt
90311,24709,8,6,7,Dịch vụ tốt
90312,23329,1,4,8,Dịch vụ tốt
90313,16514,8,9,3,Dịch vụ tốt
90314,29794,5,2,2,Dịch vụ tốt
90315,21073,5,1,1,Dịch vụ tốt
90316,23496,6,4,10,Dịch vụ tốt
90317,27101,4,8,7,Dịch vụ tốt
90318,4289,7,1,5,Dịch vụ tốt
90319,6091,6,4,3,Dịch vụ tốt
90320,21624,2,7,4,Dịch vụ tốt
90321,22281,6,2,3,Dịch vụ tốt
90322,7426,9,7,5,Dịch vụ tốt
90323,2004,1,4,1,Dịch vụ tốt
90324,13701,7,8,9,Dịch vụ tốt
90325,27673,9,4,6,Dịch vụ tốt
90326,21902,4,10,6,Dịch vụ tốt
90327,18932,4,8,7,Dịch vụ tốt
90328,11879,9,3,3,Dịch vụ tốt
90329,17533,8,5,2,Dịch vụ tốt
90330,25759,9,5,8,Dịch vụ tốt
90331,489,6,1,2,Dịch vụ tốt
90332,26310,4,6,5,Dịch vụ tốt
90333,26848,6,1,4,Dịch vụ tốt
90334,11930,3,6,7,Dịch vụ tốt
90335,18493,6,4,6,Dịch vụ tốt
90336,21829,1,3,4,Dịch vụ tốt
90337,29334,2,6,10,Dịch vụ tốt
90338,6454,2,3,1,Dịch vụ tốt
90339,12036,3,6,10,Dịch vụ tốt
90340,23858,8,2,4,Dịch vụ tốt
90341,21732,2,7,10,Dịch vụ tốt
90342,19245,8,10,5,Dịch vụ tốt
90343,16886,5,1,6,Dịch vụ tốt
90344,1204,4,6,8,Dịch vụ tốt
90345,21620,10,6,8,Dịch vụ tốt
90346,20738,1,10,3,Dịch vụ tốt
90347,4227,7,10,2,Dịch vụ tốt
90348,11715,8,9,10,Dịch vụ tốt
90349,28287,2,7,1,Dịch vụ tốt
90350,4454,2,2,2,Dịch vụ tốt
90351,17922,3,1,10,Dịch vụ tốt
90352,16917,7,1,7,Dịch vụ tốt
90353,3825,8,9,1,Dịch vụ tốt
90354,26448,8,9,5,Dịch vụ tốt
90355,8409,5,5,9,Dịch vụ tốt
90356,20242,7,4,5,Dịch vụ tốt
90357,25483,7,6,1,Dịch vụ tốt
90358,26109,4,10,10,Dịch vụ tốt
90359,12762,7,4,2,Dịch vụ tốt
90360,11052,6,6,6,Dịch vụ tốt
90361,8243,7,10,2,Dịch vụ tốt
90362,4745,7,4,9,Dịch vụ tốt
90363,27678,4,2,4,Dịch vụ tốt
90364,10648,4,10,1,Dịch vụ tốt
90365,8119,4,1,1,Dịch vụ tốt
90366,2232,9,8,9,Dịch vụ tốt
90367,18856,2,5,2,Dịch vụ tốt
90368,12171,2,4,8,Dịch vụ tốt
90369,628,3,8,8,Dịch vụ tốt
90370,22700,1,7,3,Dịch vụ tốt
90371,6899,6,1,1,Dịch vụ tốt
90372,23757,7,8,6,Dịch vụ tốt
90373,6980,10,8,4,Dịch vụ tốt
90374,7850,10,1,1,Dịch vụ tốt
90375,23657,6,5,6,Dịch vụ tốt
90376,22471,4,2,5,Dịch vụ tốt
90377,20284,10,5,8,Dịch vụ tốt
90378,3836,10,5,4,Dịch vụ tốt
90379,27513,4,8,2,Dịch vụ tốt
90380,23763,10,8,7,Dịch vụ tốt
90381,13053,7,3,2,Dịch vụ tốt
90382,4422,6,8,6,Dịch vụ tốt
90383,3734,2,10,1,Dịch vụ tốt
90384,12359,4,2,1,Dịch vụ tốt
90385,3314,7,5,8,Dịch vụ tốt
90386,27702,6,3,7,Dịch vụ tốt
90387,11920,7,2,7,Dịch vụ tốt
90388,18973,3,3,10,Dịch vụ tốt
90389,21759,6,4,10,Dịch vụ tốt
90390,9504,5,8,3,Dịch vụ tốt
90391,14841,1,10,9,Dịch vụ tốt
90392,29606,4,9,3,Dịch vụ tốt
90393,15820,1,5,1,Dịch vụ tốt
90394,19099,10,1,3,Dịch vụ tốt
90395,24670,10,1,9,Dịch vụ tốt
90396,26346,7,2,8,Dịch vụ tốt
90397,19411,5,9,1,Dịch vụ tốt
90398,10743,8,1,8,Dịch vụ tốt
90399,12649,2,8,8,Dịch vụ tốt
90400,26272,10,3,1,Dịch vụ tốt
90401,17715,3,2,10,Dịch vụ tốt
90402,19040,9,2,5,Dịch vụ tốt
90403,2824,6,3,4,Dịch vụ tốt
90404,18331,1,10,5,Dịch vụ tốt
90405,3413,1,6,7,Dịch vụ tốt
90406,3246,7,1,7,Dịch vụ tốt
90407,3406,2,8,2,Dịch vụ tốt
90408,26013,5,10,7,Dịch vụ tốt
90409,5096,7,3,8,Dịch vụ tốt
90410,11219,10,3,3,Dịch vụ tốt
90411,19026,5,10,10,Dịch vụ tốt
90412,7604,3,9,4,Dịch vụ tốt
90413,13963,4,7,2,Dịch vụ tốt
90414,9240,4,3,2,Dịch vụ tốt
