MAKB,MATC,MABACSI,NGAYHENTAIKHAM
104850,33138,101,2024-08-17
104851,10359,109,2024-02-29
104852,27718,155,2025-01-21
104853,38618,181,2025-12-01
104854,44818,158,2025-02-28
104855,28468,85,2025-05-21
104856,24164,155,2025-10-15
104857,12985,185,2024-04-17
104858,17702,56,2025-07-18
104859,17747,111,2024-03-05
104860,22219,118,2025-10-12
104861,29271,71,2025-08-10
104862,27750,36,2025-11-16
104863,22076,11,2025-12-02
104864,16204,84,2024-04-04
104865,25876,192,2025-01-31
104866,32269,22,2025-02-03
104867,13609,54,2024-07-05
104868,5984,48,2025-05-12
104869,7577,128,2024-02-03
104870,21851,155,2024-03-19
104871,32731,32,2025-09-25
104872,19776,67,2025-11-12
104873,2595,109,2025-06-02
104874,2395,169,2025-11-10
104875,14144,136,2024-06-28
104876,24114,43,2025-04-06
104877,33533,141,2025-11-04
104878,30316,87,2024-11-18
104879,32831,31,2025-02-28
104880,29662,156,2025-07-08
104881,3989,5,2024-05-17
104882,26891,152,2025-04-26
104883,15525,196,2025-09-05
104884,571,55,2025-07-12
104885,21969,192,2024-10-16
104886,35137,158,2024-12-21
104887,34632,45,2025-02-01
104888,34477,151,2024-02-04
104889,18765,165,2024-12-08
104890,27247,149,2025-08-24
104891,19654,85,2025-04-02
104892,6260,174,2025-07-12
104893,36608,133,2025-06-22
104894,39097,32,2025-10-11
104895,37254,145,2025-03-22
104896,21969,134,2024-02-07
104897,35639,174,2024-12-09
104898,25150,8,2024-10-08
104899,19913,98,2025-04-16
104900,43087,89,2025-01-04
104901,24112,152,2024-08-31
104902,31971,36,2024-12-28
104903,42654,14,2025-04-10
104904,36812,121,2025-03-02
104905,10530,91,2024-04-27
104906,34924,194,2025-11-19
104907,3691,48,2024-05-11
104908,27498,130,2024-06-05
104909,5654,122,2025-04-11
104910,35447,108,2024-04-06
104911,21395,27,2025-10-18
104912,20086,28,2024-08-27
104913,31689,154,2025-07-28
104914,16743,9,2024-11-19
104915,29944,91,2025-07-26
104916,18588,72,2024-02-01
104917,37800,130,2024-10-19
104918,40683,91,2024-01-18
104919,11433,16,2024-03-28
104920,486,199,2024-11-14
104921,40598,89,2024-10-22
104922,27845,85,2024-09-13
104923,39554,181,2025-09-04
104924,19962,77,2024-08-04
104925,125,80,2024-03-26
104926,39822,69,2024-04-30
104927,20134,16,2025-08-28
104928,259,161,2024-09-02
104929,21548,181,2024-01-15
104930,13648,18,2025-04-29
104931,22636,180,2024-03-02
104932,9465,183,2024-12-29
104933,43844,8,2024-11-29
104934,18550,156,2024-09-17
104935,468,170,2024-11-11
104936,43252,61,2025-12-28
104937,3519,84,2024-12-04
104938,28976,114,2024-11-15
104939,38341,138,2025-08-28
104940,7426,1,2025-12-29
104941,4605,104,2025-11-05
104942,21932,53,2025-07-29
104943,37787,67,2024-11-25
104944,16703,181,2025-04-19
104945,9535,122,2025-01-21
104946,36363,149,2025-06-13
104947,35974,91,2024-12-01
104948,12388,44,2025-12-08
104949,15591,46,2024-04-07
104950,31174,172,2024-10-13
104951,36250,193,2025-11-07
104952,4503,193,2025-02-26
104953,15300,41,2025-09-11
104954,14433,96,2024-05-01
104955,4653,192,2025-06-05
104956,15508,98,2024-01-21
104957,24951,92,2025-05-16
104958,26535,21,2025-06-26
104959,21418,92,2025-07-29
104960,24966,62,2025-05-30
104961,24080,98,2025-07-05
104962,8223,23,2025-09-17
104963,41379,52,2025-04-12
104964,25323,162,2025-12-18
104965,38359,195,2024-01-31
104966,12223,157,2025-05-05
104967,28577,48,2024-05-03
104968,8311,42,2025-03-01
104969,37365,197,2024-10-15
104970,14086,77,2025-02-28
104971,32291,42,2024-12-15
104972,32861,38,2024-01-23
104973,39654,111,2024-05-03
104974,36295,118,2024-07-16
104975,9181,90,2025-09-02
104976,4668,130,2024-07-13
104977,10951,3,2024-04-23
104978,28737,90,2024-04-16
104979,43987,44,2025-07-23
104980,5395,159,2025-06-28
104981,23504,12,2024-07-23
104982,22043,154,2024-04-14
104983,25817,93,2025-05-10
104984,38527,177,2025-04-09
104985,31101,4,2024-12-01
104986,32529,132,2024-06-23
104987,24781,117,2024-05-14
104988,29712,124,2024-05-14
104989,33834,59,2025-12-22
104990,43540,148,2024-07-02
104991,19781,101,2024-12-02
104992,4154,147,2025-12-14
104993,38893,93,2025-06-08
104994,24980,46,2025-07-20
104995,11776,141,2025-03-21
104996,6342,139,2025-11-23
104997,23649,33,2025-05-13
104998,26041,99,2025-04-26
104999,25002,133,2024-12-26
105000,40806,187,2025-10-03
105001,34406,170,2024-03-13
105002,12701,91,2025-06-30
105003,13724,69,2024-04-06
105004,39664,13,2025-11-26
105005,16579,186,2024-05-28
105006,27399,61,2024-07-06
105007,20149,110,2024-03-12
105008,5544,91,2025-06-09
105009,11423,23,2025-01-28
105010,16805,127,2024-04-14
105011,15482,164,2025-02-08
105012,43354,41,2025-04-14
105013,1575,195,2024-10-08
105014,7061,61,2025-07-25
105015,31064,112,2024-12-02
105016,13639,137,2025-05-25
105017,2827,49,2025-07-21
105018,8906,97,2025-05-30
105019,4413,129,2024-11-21
105020,29963,190,2025-05-19
105021,32405,154,2025-08-23
105022,29084,105,2025-07-17
105023,27878,171,2024-04-20
105024,15291,126,2025-07-04
105025,23463,14,2025-03-20
105026,13278,196,2024-02-05
105027,30149,47,2025-08-17
105028,23255,102,2024-07-12
105029,21498,62,2024-06-07
105030,20932,63,2025-02-02
105031,43508,138,2024-10-27
105032,4601,20,2025-11-14
105033,34699,192,2024-08-30
105034,32673,133,2025-02-10
105035,36380,108,2024-04-05
105036,26517,21,2025-08-11
105037,14554,178,2025-04-05
105038,41438,57,2024-04-26
105039,26603,147,2025-11-19
105040,24711,179,2025-11-11
105041,11182,147,2024-06-16
105042,27633,95,2025-09-01
105043,974,30,2024-02-29
105044,15348,163,2025-04-08
105045,23893,15,2025-07-31
105046,7451,60,2025-12-02
105047,37372,110,2024-08-05
105048,27746,141,2024-04-24
105049,15932,191,2024-09-21
105050,7473,101,2024-02-11
105051,44492,85,2024-12-20
105052,17450,86,2025-08-09
105053,18759,10,2024-01-01
105054,29446,140,2025-02-26
105055,2437,119,2024-07-21
105056,39963,90,2025-05-20
105057,18042,136,2024-10-03
105058,35905,78,2024-01-09
105059,23958,32,2024-12-12
105060,36107,62,2025-06-01
105061,42739,131,2024-02-16
105062,43801,40,2025-05-11
105063,1640,15,2025-06-27
105064,15539,162,2024-12-24
105065,17285,82,2024-05-05
105066,7483,100,2025-02-26
105067,16034,128,2024-11-08
105068,40622,90,2025-01-11
105069,35677,175,2024-02-21
105070,23202,16,2024-02-09
105071,18958,70,2024-10-02
105072,7599,79,2025-08-25
105073,14221,171,2025-12-23
105074,23344,191,2024-12-02
105075,28832,95,2024-09-24
105076,41005,80,2025-02-28
105077,5052,135,2025-07-16
105078,37090,34,2025-11-27
105079,28044,171,2024-06-12
105080,44274,131,2025-01-20
105081,19396,54,2024-02-26
105082,20037,195,2025-05-12
105083,12076,17,2024-11-15
105084,22422,53,2025-01-05
105085,7561,109,2025-09-02
105086,19083,188,2024-08-18
105087,15131,45,2024-10-28
105088,20077,22,2025-02-07
105089,39178,109,2024-01-20
105090,44891,96,2025-04-09
105091,24719,152,2025-08-18
105092,41814,113,2025-05-11
105093,29969,81,2024-03-14
105094,15513,188,2024-06-24
105095,13165,184,2025-05-08
105096,19408,7,2024-06-16
105097,16899,84,2025-03-12
105098,25934,67,2024-07-06
105099,34674,197,2024-02-06
105100,13018,96,2024-09-03
105101,15898,185,2024-05-04
105102,41697,47,2025-03-06
105103,39886,139,2024-04-20
105104,33493,151,2024-04-14
105105,9372,64,2024-06-08
105106,36001,130,2025-02-14
105107,27444,147,2025-12-02
105108,35102,140,2024-03-04
105109,40080,194,2024-05-27
105110,30684,32,2025-01-19
105111,40497,129,2025-07-14
105112,40099,1,2024-02-10
105113,30411,78,2025-09-12
105114,19,136,2025-03-23
105115,30047,171,2025-07-15
105116,9543,139,2024-04-18
105117,41610,190,2024-01-04
105118,41720,132,2025-08-24
105119,32670,94,2025-06-17
105120,33283,98,2024-06-19
105121,35762,38,2025-09-26
105122,8508,89,2025-03-13
105123,28562,188,2025-07-31
105124,3384,122,2025-08-20
105125,39233,149,2025-03-14
105126,10204,123,2025-04-07
105127,17139,5,2024-08-12
105128,797,79,2025-10-30
105129,1709,177,2025-07-01
105130,8489,78,2024-07-29
105131,13833,141,2024-04-13
105132,24381,50,2025-08-31
105133,5695,98,2025-08-21
105134,35245,160,2025-07-12
105135,33645,192,2025-01-08
105136,32409,161,2024-06-25
105137,10731,152,2024-01-02
105138,13915,107,2025-09-16
105139,5760,112,2024-04-11
105140,32192,196,2025-07-09
105141,1002,79,2024-07-06
105142,43831,16,2024-04-17
105143,4523,189,2024-04-04
105144,6890,128,2025-08-15
105145,26782,32,2025-06-16
105146,9406,64,2025-03-27
105147,4025,133,2025-07-26
105148,7704,19,2024-02-27
105149,41818,191,2024-01-12
105150,19988,78,2024-07-29
105151,24414,42,2024-12-06
105152,11167,78,2025-01-19
105153,31478,161,2025-07-17
105154,38369,128,2025-12-21
105155,26831,86,2024-10-25
105156,14001,136,2025-04-02
105157,29552,191,2024-04-28
105158,5842,101,2025-05-30
105159,14891,22,2024-06-08
105160,38599,5,2024-02-05
105161,25132,1,2025-03-14
105162,20551,143,2024-07-28
105163,29244,47,2025-01-01
105164,33073,98,2025-10-14
105165,22651,182,2025-08-13
105166,43474,142,2025-02-12
105167,40096,17,2024-08-15
105168,10147,52,2024-09-08
105169,41896,186,2025-12-30
105170,40423,155,2024-06-18
105171,40718,7,2024-09-29
105172,41789,154,2025-07-09
105173,35522,169,2025-07-01
105174,10821,84,2025-02-19
105175,32679,188,2024-03-07
105176,2823,188,2024-03-17
105177,1370,97,2024-02-12
105178,24912,50,2024-11-05
105179,29365,21,2025-12-03
105180,16482,179,2025-10-30
105181,3496,109,2024-11-27
105182,27832,131,2025-07-30
105183,36834,178,2025-12-27
105184,40486,42,2024-08-24
105185,11611,113,2024-04-10
105186,4788,57,2025-01-08
105187,35437,195,2025-09-26
105188,36270,65,2025-06-24
105189,23288,105,2025-11-01
105190,6499,89,2025-09-19
105191,18162,56,2025-03-12
105192,15323,9,2025-11-16
105193,27636,179,2024-04-08
105194,5941,113,2024-10-12
105195,17863,68,2024-07-15
105196,10902,58,2024-12-02
105197,34895,2,2025-01-29
105198,2987,110,2025-07-14
105199,21661,149,2025-12-29
105200,34515,188,2024-02-09
105201,37694,48,2025-11-18
105202,19024,19,2024-09-17
105203,38582,59,2024-02-08
105204,31001,129,2025-02-13
105205,36808,27,2024-08-25
105206,27930,94,2025-02-20
105207,29991,65,2025-05-19
105208,35010,35,2024-02-12
105209,15554,128,2025-08-15
105210,36262,96,2024-10-20
105211,9942,187,2025-01-15
105212,21123,131,2025-02-04
105213,6057,3,2025-05-30
105214,35847,125,2025-05-30
105215,7791,183,2024-03-04
105216,25674,91,2025-02-19
105217,29760,43,2025-02-08
105218,510,57,2025-04-21
105219,10691,26,2024-02-02
105220,21238,162,2025-05-01
105221,9084,190,2025-10-22
105222,38858,46,2025-12-31
105223,5974,120,2025-08-07
105224,32218,179,2024-02-22
105225,4725,29,2025-03-30
105226,26331,30,2024-09-06
105227,7533,139,2024-05-07
105228,14827,106,2024-02-08
105229,25175,162,2025-08-23
105230,4290,134,2025-04-14
105231,19495,145,2024-07-07
105232,43981,9,2024-10-10
105233,9872,167,2024-12-08
105234,26420,92,2025-09-23
105235,25761,174,2024-01-18
105236,380,52,2025-02-12
105237,28347,195,2024-11-11
105238,27423,148,2025-11-23
105239,37256,197,2024-07-10
105240,373,86,2025-03-06
105241,12906,7,2025-12-04
105242,19576,50,2025-05-05
105243,6747,106,2025-03-24
105244,35217,74,2025-09-03
105245,25483,4,2024-09-11
105246,17046,118,2025-08-07
105247,44246,25,2024-12-09
105248,32386,85,2024-01-10
105249,4465,200,2024-08-24
105250,33116,23,2024-07-03
105251,1274,28,2024-08-30
105252,34932,63,2024-02-04
105253,23697,95,2025-01-31
105254,11016,34,2024-09-29
105255,14421,178,2025-03-29
105256,27765,58,2024-06-30
105257,4183,106,2025-05-28
105258,37579,33,2024-06-22
105259,19753,3,2024-03-24
105260,36541,67,2024-01-31
105261,5911,191,2025-03-29
105262,2012,88,2025-12-19
105263,36137,111,2025-05-24
105264,41716,174,2025-10-10
105265,37523,142,2024-07-07
105266,36552,65,2024-01-27
105267,11690,118,2024-06-10
105268,7533,131,2024-10-10
105269,5640,126,2025-07-01
105270,27933,73,2024-05-15
105271,28841,162,2024-03-05
105272,32770,50,2024-11-09
105273,27356,27,2024-06-18
105274,20020,196,2025-03-20
105275,15254,21,2025-04-08
105276,13244,185,2024-07-08
105277,10026,134,2025-05-02
105278,30979,130,2025-10-12
105279,38611,100,2025-05-16
105280,11894,30,2025-01-13
105281,14764,5,2025-11-30
105282,16290,192,2024-08-19
105283,16833,84,2025-04-27
105284,44503,65,2024-04-19
105285,1274,7,2025-06-07
105286,12535,58,2024-07-27
105287,24204,195,2024-04-07
105288,17488,120,2024-11-20
105289,9784,59,2024-09-27
105290,7906,35,2025-01-20
105291,44226,181,2024-03-25
105292,40139,152,2024-02-14
105293,25021,71,2025-07-05
105294,394,136,2024-06-26
105295,2393,52,2025-03-01
105296,43307,151,2025-10-20
105297,23415,49,2025-11-10
105298,731,104,2024-03-13
105299,3657,141,2025-11-08
105300,19623,130,2025-09-07
105301,32538,128,2025-10-29
105302,42129,180,2024-06-17
105303,14809,117,2024-03-12
105304,17208,182,2025-01-27
105305,3528,52,2025-10-26
105306,20039,28,2024-06-22
105307,28221,49,2024-12-12
105308,40074,44,2024-07-31
105309,1153,170,2024-10-23
105310,835,184,2024-03-14
105311,332,45,2024-10-09
105312,41814,25,2025-10-21
105313,35567,73,2025-09-11
105314,29333,93,2025-08-20
105315,37491,16,2025-09-11
105316,35427,81,2025-01-24
105317,28458,17,2024-01-02
105318,5467,40,2025-02-07
105319,11887,33,2025-09-27
105320,22213,76,2024-05-08
105321,6308,71,2024-05-29
105322,9997,192,2025-01-18
105323,32964,127,2024-05-08
105324,16841,179,2025-07-31
105325,29368,187,2025-09-23
105326,27837,188,2025-01-04
105327,22943,106,2024-12-14
105328,11689,169,2024-01-14
105329,20386,198,2024-10-18
105330,24867,53,2025-11-23
105331,36745,78,2025-09-12
105332,14163,115,2025-02-04
105333,20916,36,2025-01-08
105334,18633,14,2025-10-14
105335,19687,65,2024-11-22
105336,5032,30,2024-07-13
105337,24079,107,2025-06-17
105338,40716,94,2025-06-05
105339,43076,150,2025-12-29
105340,15713,23,2024-06-27
105341,2622,130,2025-05-20
105342,41473,161,2025-08-24
105343,17892,164,2024-12-28
105344,11233,158,2025-08-17
105345,23525,54,2024-05-09
105346,21925,115,2025-11-20
105347,19746,176,2025-05-15
105348,12704,185,2024-06-05
105349,37998,168,2024-06-10
105350,42287,30,2024-03-27
105351,20425,136,2025-03-25
105352,5014,83,2024-01-19
105353,24826,19,2024-07-03
105354,22795,35,2024-10-29
105355,4333,185,2025-09-03
105356,37418,27,2025-07-31
105357,25942,130,2024-10-23
105358,21383,184,2024-03-03
105359,341,28,2025-03-16
105360,37101,71,2024-12-27
105361,1530,25,2024-01-29
105362,3430,113,2024-01-24
105363,25321,46,2024-12-29
105364,37679,11,2025-08-06
105365,10113,41,2025-07-11
105366,15009,147,2024-10-01
105367,20184,103,2024-11-05
105368,16032,147,2024-07-01
105369,11078,19,2024-01-06
105370,31074,147,2025-06-02
105371,18949,54,2024-09-01
105372,18895,186,2024-08-15
105373,17863,39,2025-11-08
105374,20149,152,2025-08-18
105375,28466,70,2024-08-01
105376,6841,12,2025-05-18
105377,19805,108,2024-04-10
105378,8169,147,2024-08-08
105379,21536,126,2024-02-23
105380,13017,171,2024-03-05
105381,8443,87,2024-03-11
105382,10412,149,2025-01-11
105383,6064,70,2025-03-08
105384,43763,117,2024-11-30
105385,32426,47,2024-06-21
105386,12315,65,2025-03-25
105387,33213,85,2025-05-19
105388,9057,174,2024-02-27
105389,15601,194,2024-12-27
105390,14541,69,2025-06-02
105391,7860,54,2024-11-13
105392,36295,82,2025-04-07
105393,33637,60,2025-05-26
105394,29203,108,2024-03-10
105395,13360,161,2025-08-10
105396,33223,30,2024-10-03
105397,31347,68,2025-06-15
105398,38944,65,2025-01-01
105399,14544,67,2025-03-30
105400,14156,155,2024-04-21
105401,40931,119,2024-07-24
105402,41309,197,2025-11-24
105403,2381,163,2024-04-13
105404,27632,62,2025-01-14
105405,19003,106,2024-02-14
105406,17508,12,2024-12-17
105407,38662,180,2024-11-27
105408,43018,140,2025-10-30
105409,23832,132,2025-12-26
105410,4265,153,2025-09-07
105411,52,159,2025-01-25
105412,20302,90,2025-10-28
105413,41916,26,2025-11-06
105414,40956,78,2024-03-24
105415,11385,117,2025-08-21
105416,17146,16,2024-02-12
105417,35186,71,2024-05-29
105418,7686,20,2025-02-20
105419,20237,182,2025-02-03
105420,2475,170,2025-11-07
105421,40888,29,2024-04-20
105422,628,189,2025-07-06
105423,39486,157,2024-07-01
105424,26905,32,2024-12-09
105425,8912,116,2025-10-19
105426,29145,154,2025-04-06
105427,5694,93,2024-09-20
105428,39121,173,2025-05-17
105429,42980,70,2025-07-25
105430,32122,78,2025-11-14
105431,21554,62,2024-05-13
105432,8072,193,2025-07-12
105433,4895,112,2024-09-23
105434,306,199,2024-07-29
105435,36919,174,2025-06-04
105436,2034,91,2025-09-17
105437,8962,119,2025-04-03
105438,23371,196,2025-11-06
105439,33861,26,2025-09-09
105440,24022,94,2025-04-25
105441,9429,25,2024-11-09
105442,14258,35,2025-02-20
105443,12426,88,2024-08-06
105444,12206,50,2024-06-29
105445,39738,73,2025-09-30
105446,36427,115,2025-01-18
105447,23353,11,2024-09-01
105448,3587,140,2025-05-26
105449,28270,151,2024-03-06
105450,13347,187,2024-02-07
105451,31718,27,2025-10-20
105452,30049,84,2024-12-05
105453,37080,172,2025-08-15
105454,29852,79,2024-07-20
105455,8993,55,2025-03-06
105456,10806,144,2024-04-09
105457,20138,2,2024-11-26
105458,43308,117,2024-11-24
105459,8168,128,2024-08-18
105460,18890,42,2025-08-12
105461,21199,54,2024-02-02
105462,16112,80,2025-11-06
105463,14865,103,2024-05-21
105464,32813,178,2025-02-27
105465,33904,111,2024-02-26
105466,29100,77,2025-07-27
105467,13298,116,2025-04-06
105468,6968,71,2025-10-04
105469,2309,194,2025-09-15
105470,33552,151,2025-12-27
105471,8752,30,2025-07-13
105472,2590,169,2025-11-23
105473,31335,18,2024-11-12
105474,6666,71,2025-04-05
105475,35382,176,2024-09-03
105476,34418,55,2024-04-15
105477,20837,161,2025-08-10
105478,25468,67,2025-05-03
105479,3525,158,2024-12-05
105480,31028,105,2024-08-24
105481,37838,17,2025-04-24
105482,35776,17,2024-03-18
105483,37350,96,2025-04-28
105484,22273,44,2025-11-23
105485,18827,159,2024-04-04
105486,34359,66,2025-08-05
105487,12852,99,2024-01-28
105488,20551,146,2024-07-14
105489,36074,116,2025-07-28
105490,27584,170,2025-10-04
105491,31817,166,2024-11-25
105492,25918,46,2025-08-26
105493,4576,105,2024-03-13
105494,24447,198,2024-07-09
105495,14612,191,2025-11-05
105496,39239,174,2025-12-08
105497,11639,86,2025-01-08
105498,22500,200,2024-01-08
105499,34806,186,2025-12-06
105500,8017,167,2024-06-01
105501,44751,160,2024-03-11
105502,1549,135,2024-03-30
105503,20590,157,2025-12-03
105504,39674,97,2025-08-10
105505,15508,89,2024-12-01
105506,17783,104,2025-02-22
105507,11501,103,2024-01-01
105508,12883,154,2025-02-16
105509,43536,64,2024-04-30
105510,30766,140,2024-06-23
105511,10710,148,2024-04-02
105512,19317,50,2024-02-03
105513,38214,100,2025-08-11
105514,8212,103,2024-07-31
105515,14777,47,2024-11-18
105516,11900,72,2025-01-10
105517,31847,134,2024-11-03
105518,18212,42,2025-08-14
105519,16420,195,2024-08-08
105520,41796,197,2025-09-02
105521,34808,97,2024-08-28
105522,7552,181,2024-06-26
105523,43895,47,2024-09-24
105524,23896,182,2025-09-19
105525,3709,29,2024-04-19
105526,5367,32,2024-08-06
105527,7850,187,2025-05-26
105528,39593,115,2025-07-30
105529,9411,86,2025-01-24
105530,8088,80,2024-09-19
105531,7163,91,2024-11-15
105532,21905,141,2024-10-13
105533,37259,102,2025-01-22
105534,37279,118,2025-03-08
105535,6283,47,2025-01-18
105536,1033,141,2025-02-04
105537,22359,175,2025-06-11
105538,44319,18,2025-03-31
105539,344,45,2024-08-29
105540,27222,52,2024-01-28
105541,13953,107,2024-12-07
105542,33031,54,2025-01-25
105543,39568,4,2025-11-19
105544,39272,104,2025-08-26
105545,6575,41,2025-06-23
105546,32285,51,2024-12-13
105547,38839,36,2024-03-16
105548,38666,157,2025-11-23
105549,42071,149,2025-08-29
105550,43029,63,2025-08-24
105551,6095,2,2025-01-21
105552,38175,139,2025-12-01
105553,41071,90,2024-05-04
105554,12339,112,2025-05-08
105555,20584,84,2024-07-29
105556,31881,126,2025-09-18
105557,34202,125,2025-06-07
105558,12041,36,2025-04-27
105559,40480,45,2025-07-11
105560,6038,176,2025-06-14
105561,18207,144,2024-06-14
105562,9371,48,2025-12-22
105563,16300,94,2025-05-12
105564,19950,114,2025-10-08
105565,44413,95,2025-12-03
105566,39857,151,2024-01-18
105567,38585,147,2024-06-14
105568,21913,200,2025-11-07
105569,12263,144,2024-09-21
105570,4069,170,2025-05-02
105571,15611,100,2025-06-09
105572,17927,61,2024-11-02
105573,22075,69,2025-03-09
105574,29357,57,2024-05-12
105575,5369,52,2025-12-20
105576,354,84,2024-07-04
105577,17261,25,2024-05-30
105578,17936,11,2024-12-28
105579,15489,107,2025-11-15
105580,34424,128,2024-02-17
105581,10784,99,2024-12-08
105582,30408,160,2025-08-04
105583,28123,146,2024-04-21
105584,44915,125,2024-11-04
105585,34445,183,2024-11-23
105586,24284,114,2024-08-05
105587,32748,198,2024-01-26
105588,41901,86,2025-03-10
105589,21958,110,2025-01-10
105590,11748,61,2025-06-17
105591,28744,167,2024-08-14
105592,7486,48,2024-08-09
105593,4736,170,2025-06-05
105594,42723,6,2024-08-11
105595,23511,131,2025-04-17
105596,16590,123,2025-11-30
105597,37574,6,2024-02-14
105598,10782,180,2024-06-24
105599,22032,94,2025-11-25
105600,22577,45,2024-06-15
105601,15136,91,2025-08-05
105602,31993,51,2024-12-07
105603,13863,197,2024-06-02
105604,11486,23,2024-11-28
105605,21943,74,2024-02-13
105606,41955,188,2024-07-13
105607,26526,196,2024-03-20
105608,17818,110,2024-07-05
105609,4618,103,2024-01-01
105610,8330,53,2024-03-05
105611,34448,101,2025-08-09
105612,34931,125,2024-04-12
105613,20635,44,2024-01-30
105614,31401,22,2024-05-25
105615,21145,80,2025-11-18
105616,23822,48,2025-03-07
105617,80,1,2024-10-29
105618,11371,137,2025-06-30
105619,19310,4,2024-09-13
105620,39026,112,2024-03-21
105621,13211,4,2025-11-01
105622,22469,88,2024-05-04
105623,31394,93,2025-11-23
105624,20409,153,2025-04-30
105625,2498,159,2024-03-07
105626,25422,105,2024-02-07
105627,19138,106,2024-04-11
105628,17508,71,2025-04-15
105629,26566,130,2024-09-05
105630,35760,53,2025-02-24
105631,16588,73,2025-11-07
105632,8592,63,2024-08-22
105633,11435,180,2024-08-12
105634,28187,128,2024-10-14
105635,8646,7,2025-05-28
105636,43169,38,2024-06-06
105637,21162,25,2025-05-31
105638,4637,145,2025-02-18
105639,27380,79,2024-08-21
105640,14146,31,2025-02-03
105641,27889,78,2025-12-11
105642,34914,1,2025-06-18
105643,22222,116,2025-02-24
105644,23634,129,2024-04-22
105645,37992,37,2025-04-30
105646,20081,117,2025-06-25
105647,17837,118,2024-02-17
105648,5361,97,2024-01-18
105649,29788,181,2025-03-05
105650,26622,38,2025-06-06
105651,15948,47,2025-12-12
105652,15524,183,2024-05-20
105653,18248,177,2024-05-16
105654,9398,144,2024-06-13
105655,26382,33,2025-06-07
105656,20387,6,2024-10-04
105657,32175,3,2025-12-03
105658,44365,182,2025-11-12
105659,457,146,2025-07-26
105660,41911,166,2024-10-03
105661,41235,177,2024-12-08
105662,5832,6,2024-07-30
105663,41888,119,2024-12-13
105664,28491,191,2024-06-10
105665,14360,154,2025-05-02
105666,44900,34,2024-11-10
105667,12296,41,2025-10-24
105668,20447,76,2025-04-17
105669,30464,71,2024-04-05
105670,26529,59,2024-10-26
105671,11667,163,2024-06-14
105672,31332,135,2024-09-25
105673,34577,109,2025-08-14
105674,27985,109,2024-07-09
105675,43042,104,2025-03-30
105676,40209,130,2025-07-05
105677,39237,90,2024-10-26
105678,21128,50,2024-07-17
105679,28794,49,2025-09-17
105680,9934,78,2025-02-14
105681,34796,132,2025-02-16
105682,33165,7,2024-11-02
105683,6262,183,2025-08-22
105684,26461,85,2025-12-17
105685,26717,31,2024-10-01
105686,38701,128,2024-10-04
105687,892,89,2024-01-09
105688,1199,135,2025-04-10
105689,14037,60,2025-06-22
105690,4398,124,2025-11-09
105691,34028,9,2024-01-08
105692,26832,188,2024-06-10
105693,37586,163,2024-10-07
105694,37544,133,2024-03-06
105695,41817,37,2025-11-02
105696,42313,98,2024-09-21
105697,24996,37,2025-05-12
105698,2925,136,2025-10-20
105699,30363,52,2025-02-21
105700,12755,58,2024-05-23
105701,20145,144,2025-10-28
105702,31418,101,2025-02-21
105703,15260,101,2025-02-24
105704,23266,185,2024-10-05
105705,36285,56,2025-11-28
105706,39850,1,2025-04-12
105707,19997,199,2024-01-17
105708,21475,192,2025-04-28
105709,29972,161,2025-01-07
105710,12456,39,2024-10-28
105711,25923,88,2025-05-05
105712,22611,196,2024-10-11
105713,37736,132,2025-10-12
105714,4497,34,2025-07-16
105715,28621,4,2024-01-11
105716,38695,82,2025-06-09
105717,27203,23,2024-08-20
105718,33209,17,2025-04-07
105719,41564,15,2024-08-02
105720,5382,143,2025-04-27
105721,4951,40,2025-06-20
105722,6050,162,2024-05-31
105723,7556,1,2024-09-01
105724,4002,63,2024-12-17
105725,35329,116,2024-04-03
105726,248,176,2024-04-06
105727,26246,74,2025-04-06
105728,24372,192,2024-04-08
105729,8493,156,2025-12-18
105730,12796,89,2025-06-23
105731,13921,138,2024-04-26
105732,35772,184,2025-05-08
105733,9592,109,2024-11-20
105734,7523,187,2025-01-23
105735,7681,114,2025-01-09
105736,8132,51,2024-01-14
105737,37879,54,2024-04-20
105738,44783,194,2025-07-31
105739,44366,22,2025-12-15
105740,38568,116,2024-10-20
105741,22726,114,2025-03-30
105742,19517,13,2024-12-31
105743,29225,11,2025-04-22
105744,6425,96,2025-02-22
105745,16018,19,2024-01-06
105746,44717,52,2024-10-04
105747,995,105,2025-05-21
105748,22458,95,2024-12-11
105749,16608,49,2024-05-15
105750,15450,11,2025-03-12
105751,19630,197,2024-01-23
105752,29818,127,2024-06-24
105753,39629,158,2025-09-29
105754,28106,73,2025-02-16
105755,23720,2,2024-11-09
105756,26381,52,2024-06-27
105757,18999,33,2024-05-27
105758,33685,165,2024-11-07
105759,23200,186,2025-02-10
105760,8095,2,2024-04-17
105761,18780,181,2025-09-06
105762,22993,96,2025-01-11
105763,25427,140,2025-10-29
105764,22356,121,2024-01-25
105765,5221,90,2024-08-30
105766,41747,145,2024-08-09
105767,1300,67,2025-06-26
105768,18525,161,2024-12-20
105769,34939,19,2025-02-20
105770,21276,100,2024-12-05
105771,22665,106,2025-01-02
105772,11131,134,2025-05-10
105773,1713,49,2025-01-25
105774,18750,125,2025-06-08
105775,274,102,2024-02-12
105776,32379,185,2024-07-06
105777,14538,32,2025-06-28
105778,31988,79,2025-03-12
105779,11622,168,2024-12-27
105780,32212,26,2024-02-24
105781,12937,61,2024-09-02
105782,24296,146,2025-12-23
