MACN,NGAY,DOANHTHU
9,2021-04-03,15000000
9,2021-04-04,19000000
9,2021-04-05,28000000
9,2021-04-06,44000000
9,2021-04-07,28000000
9,2021-04-08,44000000
9,2021-04-09,35000000
9,2021-04-10,28000000
9,2021-04-11,39000000
9,2021-04-12,26000000
9,2021-04-13,19000000
9,2021-04-14,29000000
9,2021-04-15,35000000
9,2021-04-16,44000000
9,2021-04-17,13000000
9,2021-04-18,25000000
9,2021-04-19,17000000
9,2021-04-20,26000000
9,2021-04-21,47000000
9,2021-04-22,46000000
9,2021-04-23,24000000
9,2021-04-24,27000000
9,2021-04-25,48000000
9,2021-04-26,20000000
9,2021-04-27,40000000
9,2021-04-28,5000000
9,2021-04-29,23000000
9,2021-04-30,49000000
9,2021-05-01,23000000
9,2021-05-02,43000000
9,2021-05-03,42000000
9,2021-05-04,10000000
9,2021-05-05,43000000
9,2021-05-06,12000000
9,2021-05-07,43000000
9,2021-05-08,28000000
9,2021-05-09,48000000
9,2021-05-10,16000000
9,2021-05-11,7000000
9,2021-05-12,39000000
9,2021-05-13,8000000
9,2021-05-14,26000000
9,2021-05-15,26000000
9,2021-05-16,44000000
9,2021-05-17,6000000
9,2021-05-18,29000000
9,2021-05-19,34000000
9,2021-05-20,28000000
9,2021-05-21,36000000
9,2021-05-22,25000000
9,2021-05-23,24000000
9,2021-05-24,19000000
9,2021-05-25,30000000
9,2021-05-26,50000000
9,2021-05-27,39000000
9,2021-05-28,10000000
9,2021-05-29,18000000
9,2021-05-30,50000000
9,2021-05-31,12000000
9,2021-06-01,13000000
9,2021-06-02,26000000
9,2021-06-03,17000000
9,2021-06-04,9000000
9,2021-06-05,49000000
9,2021-06-06,32000000
9,2021-06-07,41000000
9,2021-06-08,31000000
9,2021-06-09,34000000
9,2021-06-10,14000000
9,2021-06-11,21000000
9,2021-06-12,14000000
9,2021-06-13,18000000
9,2021-06-14,12000000
9,2021-06-15,9000000
9,2021-06-16,43000000
9,2021-06-17,38000000
9,2021-06-18,27000000
9,2021-06-19,20000000
9,2021-06-20,28000000
9,2021-06-21,8000000
9,2021-06-22,21000000
9,2021-06-23,21000000
9,2021-06-24,50000000
9,2021-06-25,19000000
9,2021-06-26,25000000
9,2021-06-27,39000000
9,2021-06-28,43000000
9,2021-06-29,25000000
9,2021-06-30,40000000
9,2021-07-01,39000000
9,2021-07-02,26000000
9,2021-07-03,19000000
9,2021-07-04,27000000
9,2021-07-05,30000000
9,2021-07-06,25000000
9,2021-07-07,25000000
9,2021-07-08,24000000
9,2021-07-09,6000000
9,2021-07-10,36000000
9,2021-07-11,31000000
9,2021-07-12,43000000
9,2021-07-13,10000000
9,2021-07-14,32000000
9,2021-07-15,30000000
9,2021-07-16,40000000
9,2021-07-17,41000000
9,2021-07-18,34000000
9,2021-07-19,28000000
9,2021-07-20,30000000
9,2021-07-21,13000000
9,2021-07-22,15000000
9,2021-07-23,29000000
9,2021-07-24,39000000
9,2021-07-25,24000000
9,2021-07-26,44000000
9,2021-07-27,8000000
9,2021-07-28,26000000
9,2021-07-29,15000000
9,2021-07-30,47000000
9,2021-07-31,36000000
9,2021-08-01,47000000
9,2021-08-02,20000000
9,2021-08-03,23000000
9,2021-08-04,43000000
9,2021-08-05,39000000
9,2021-08-06,49000000
9,2021-08-07,30000000
9,2021-08-08,25000000
9,2021-08-09,34000000
9,2021-08-10,12000000
9,2021-08-11,24000000
9,2021-08-12,25000000
9,2021-08-13,18000000
9,2021-08-14,44000000
9,2021-08-15,13000000
9,2021-08-16,29000000
9,2021-08-17,26000000
9,2021-08-18,41000000
9,2021-08-19,24000000
9,2021-08-20,40000000
9,2021-08-21,20000000
9,2021-08-22,42000000
9,2021-08-23,34000000
9,2021-08-24,9000000
9,2021-08-25,43000000
9,2021-08-26,7000000
9,2021-08-27,31000000
9,2021-08-28,30000000
9,2021-08-29,40000000
9,2021-08-30,30000000
9,2021-08-31,47000000
9,2021-09-01,34000000
9,2021-09-02,20000000
9,2021-09-03,8000000
9,2021-09-04,45000000
9,2021-09-05,25000000
9,2021-09-06,48000000
9,2021-09-07,24000000
9,2021-09-08,7000000
9,2021-09-09,47000000
9,2021-09-10,30000000
9,2021-09-11,45000000
9,2021-09-12,15000000
9,2021-09-13,9000000
9,2021-09-14,31000000
9,2021-09-15,48000000
9,2021-09-16,26000000
9,2021-09-17,33000000
9,2021-09-18,32000000
9,2021-09-19,45000000
9,2021-09-20,32000000
9,2021-09-21,23000000
9,2021-09-22,41000000
9,2021-09-23,22000000
9,2021-09-24,6000000
9,2021-09-25,36000000
9,2021-09-26,50000000
9,2021-09-27,46000000
9,2021-09-28,17000000
9,2021-09-29,21000000
9,2021-09-30,8000000
9,2021-10-01,18000000
9,2021-10-02,5000000
9,2021-10-03,46000000
9,2021-10-04,6000000
9,2021-10-05,16000000
9,2021-10-06,17000000
9,2021-10-07,50000000
9,2021-10-08,35000000
9,2021-10-09,16000000
9,2021-10-10,35000000
9,2021-10-11,20000000
9,2021-10-12,31000000
9,2021-10-13,7000000
9,2021-10-14,6000000
9,2021-10-15,8000000
9,2021-10-16,28000000
9,2021-10-17,10000000
9,2021-10-18,38000000
9,2021-10-19,42000000
9,2021-10-20,9000000
9,2021-10-21,30000000
9,2021-10-22,43000000
9,2021-10-23,9000000
9,2021-10-24,24000000
9,2021-10-25,17000000
9,2021-10-26,41000000
9,2021-10-27,33000000
9,2021-10-28,44000000
9,2021-10-29,32000000
9,2021-10-30,37000000
9,2021-10-31,10000000
9,2021-11-01,39000000
9,2021-11-02,13000000
9,2021-11-03,50000000
9,2021-11-04,39000000
9,2021-11-05,9000000
9,2021-11-06,5000000
9,2021-11-07,19000000
9,2021-11-08,43000000
9,2021-11-09,16000000
9,2021-11-10,22000000
9,2021-11-11,13000000
9,2021-11-12,49000000
9,2021-11-13,29000000
9,2021-11-14,30000000
9,2021-11-15,43000000
9,2021-11-16,11000000
9,2021-11-17,34000000
9,2021-11-18,24000000
9,2021-11-19,19000000
9,2021-11-20,18000000
9,2021-11-21,28000000
9,2021-11-22,34000000
9,2021-11-23,37000000
9,2021-11-24,17000000
9,2021-11-25,7000000
9,2021-11-26,16000000
9,2021-11-27,16000000
9,2021-11-28,47000000
9,2021-11-29,28000000
9,2021-11-30,44000000
9,2021-12-01,31000000
9,2021-12-02,43000000
9,2021-12-03,46000000
9,2021-12-04,19000000
9,2021-12-05,20000000
9,2021-12-06,7000000
9,2021-12-07,18000000
9,2021-12-08,39000000
9,2021-12-09,43000000
9,2021-12-10,37000000
9,2021-12-11,23000000
9,2021-12-12,47000000
9,2021-12-13,35000000
9,2021-12-14,24000000
9,2021-12-15,30000000
9,2021-12-16,5000000
9,2021-12-17,18000000
9,2021-12-18,13000000
9,2021-12-19,17000000
9,2021-12-20,45000000
9,2021-12-21,11000000
9,2021-12-22,28000000
9,2021-12-23,10000000
9,2021-12-24,36000000
9,2021-12-25,5000000
9,2021-12-26,34000000
9,2021-12-27,47000000
9,2021-12-28,22000000
9,2021-12-29,25000000
9,2021-12-30,41000000
9,2021-12-31,48000000
9,2022-01-01,37000000
9,2022-01-02,48000000
9,2022-01-03,38000000
9,2022-01-04,38000000
9,2022-01-05,47000000
9,2022-01-06,23000000
9,2022-01-07,28000000
9,2022-01-08,48000000
9,2022-01-09,49000000
9,2022-01-10,47000000
9,2022-01-11,23000000
9,2022-01-12,14000000
9,2022-01-13,12000000
9,2022-01-14,33000000
9,2022-01-15,10000000
9,2022-01-16,43000000
9,2022-01-17,17000000
9,2022-01-18,13000000
9,2022-01-19,11000000
9,2022-01-20,5000000
9,2022-01-21,49000000
9,2022-01-22,35000000
9,2022-01-23,20000000
9,2022-01-24,26000000
9,2022-01-25,14000000
9,2022-01-26,34000000
9,2022-01-27,34000000
9,2022-01-28,42000000
9,2022-01-29,18000000
9,2022-01-30,31000000
9,2022-01-31,29000000
9,2022-02-01,41000000
9,2022-02-02,22000000
9,2022-02-03,32000000
9,2022-02-04,6000000
9,2022-02-05,26000000
9,2022-02-06,44000000
9,2022-02-07,28000000
9,2022-02-08,8000000
9,2022-02-09,50000000
9,2022-02-10,23000000
9,2022-02-11,31000000
9,2022-02-12,43000000
9,2022-02-13,25000000
9,2022-02-14,50000000
9,2022-02-15,13000000
9,2022-02-16,22000000
9,2022-02-17,14000000
9,2022-02-18,33000000
9,2022-02-19,5000000
9,2022-02-20,9000000
9,2022-02-21,49000000
9,2022-02-22,30000000
9,2022-02-23,47000000
9,2022-02-24,6000000
9,2022-02-25,20000000
9,2022-02-26,8000000
9,2022-02-27,37000000
9,2022-02-28,41000000
9,2022-03-01,38000000
9,2022-03-02,26000000
9,2022-03-03,21000000
9,2022-03-04,23000000
9,2022-03-05,21000000
9,2022-03-06,37000000
9,2022-03-07,9000000
9,2022-03-08,15000000
9,2022-03-09,19000000
9,2022-03-10,22000000
9,2022-03-11,17000000
9,2022-03-12,27000000
9,2022-03-13,20000000
9,2022-03-14,21000000
9,2022-03-15,14000000
9,2022-03-16,35000000
9,2022-03-17,37000000
9,2022-03-18,33000000
9,2022-03-19,20000000
9,2022-03-20,19000000
9,2022-03-21,21000000
9,2022-03-22,38000000
9,2022-03-23,46000000
9,2022-03-24,32000000
9,2022-03-25,37000000
9,2022-03-26,16000000
9,2022-03-27,29000000
9,2022-03-28,38000000
9,2022-03-29,7000000
9,2022-03-30,28000000
9,2022-03-31,23000000
9,2022-04-01,18000000
9,2022-04-02,37000000
9,2022-04-03,12000000
9,2022-04-04,34000000
9,2022-04-05,18000000
9,2022-04-06,27000000
9,2022-04-07,49000000
9,2022-04-08,36000000
9,2022-04-09,50000000
9,2022-04-10,22000000
9,2022-04-11,22000000
9,2022-04-12,29000000
9,2022-04-13,38000000
9,2022-04-14,28000000
9,2022-04-15,18000000
9,2022-04-16,42000000
9,2022-04-17,41000000
9,2022-04-18,5000000
9,2022-04-19,47000000
9,2022-04-20,34000000
9,2022-04-21,31000000
9,2022-04-22,12000000
9,2022-04-23,21000000
9,2022-04-24,49000000
9,2022-04-25,39000000
9,2022-04-26,20000000
9,2022-04-27,29000000
9,2022-04-28,47000000
9,2022-04-29,44000000
9,2022-04-30,5000000
9,2022-05-01,50000000
9,2022-05-02,39000000
9,2022-05-03,8000000
9,2022-05-04,14000000
9,2022-05-05,6000000
9,2022-05-06,22000000
9,2022-05-07,18000000
9,2022-05-08,11000000
9,2022-05-09,30000000
9,2022-05-10,36000000
9,2022-05-11,6000000
9,2022-05-12,35000000
9,2022-05-13,40000000
9,2022-05-14,31000000
9,2022-05-15,42000000
9,2022-05-16,44000000
9,2022-05-17,25000000
9,2022-05-18,46000000
9,2022-05-19,46000000
9,2022-05-20,21000000
9,2022-05-21,19000000
9,2022-05-22,11000000
9,2022-05-23,42000000
9,2022-05-24,22000000
9,2022-05-25,49000000
9,2022-05-26,45000000
9,2022-05-27,17000000
9,2022-05-28,37000000
9,2022-05-29,10000000
9,2022-05-30,35000000
9,2022-05-31,12000000
9,2022-06-01,8000000
9,2022-06-02,17000000
9,2022-06-03,21000000
9,2022-06-04,18000000
9,2022-06-05,10000000
9,2022-06-06,26000000
9,2022-06-07,37000000
9,2022-06-08,6000000
9,2022-06-09,18000000
9,2022-06-10,42000000
9,2022-06-11,18000000
9,2022-06-12,31000000
9,2022-06-13,5000000
9,2022-06-14,32000000
9,2022-06-15,17000000
9,2022-06-16,37000000
9,2022-06-17,23000000
9,2022-06-18,16000000
9,2022-06-19,16000000
9,2022-06-20,38000000
9,2022-06-21,32000000
9,2022-06-22,16000000
9,2022-06-23,21000000
9,2022-06-24,50000000
9,2022-06-25,10000000
9,2022-06-26,23000000
9,2022-06-27,43000000
9,2022-06-28,30000000
9,2022-06-29,31000000
9,2022-06-30,20000000
9,2022-07-01,16000000
9,2022-07-02,27000000
9,2022-07-03,35000000
9,2022-07-04,23000000
9,2022-07-05,8000000
9,2022-07-06,37000000
9,2022-07-07,20000000
9,2022-07-08,36000000
9,2022-07-09,45000000
9,2022-07-10,11000000
9,2022-07-11,41000000
9,2022-07-12,5000000
9,2022-07-13,42000000
9,2022-07-14,46000000
9,2022-07-15,23000000
9,2022-07-16,15000000
9,2022-07-17,8000000
9,2022-07-18,40000000
9,2022-07-19,47000000
9,2022-07-20,41000000
9,2022-07-21,28000000
9,2022-07-22,14000000
9,2022-07-23,17000000
9,2022-07-24,35000000
9,2022-07-25,22000000
9,2022-07-26,23000000
9,2022-07-27,33000000
9,2022-07-28,40000000
9,2022-07-29,33000000
9,2022-07-30,11000000
9,2022-07-31,28000000
9,2022-08-01,19000000
9,2022-08-02,7000000
9,2022-08-03,12000000
9,2022-08-04,50000000
9,2022-08-05,34000000
9,2022-08-06,34000000
9,2022-08-07,7000000
9,2022-08-08,45000000
9,2022-08-09,26000000
9,2022-08-10,5000000
9,2022-08-11,28000000
9,2022-08-12,34000000
9,2022-08-13,16000000
9,2022-08-14,25000000
9,2022-08-15,49000000
9,2022-08-16,34000000
9,2022-08-17,30000000
9,2022-08-18,46000000
9,2022-08-19,8000000
9,2022-08-20,43000000
9,2022-08-21,33000000
9,2022-08-22,47000000
9,2022-08-23,25000000
9,2022-08-24,11000000
9,2022-08-25,34000000
9,2022-08-26,21000000
9,2022-08-27,29000000
9,2022-08-28,43000000
9,2022-08-29,26000000
9,2022-08-30,19000000
9,2022-08-31,24000000
9,2022-09-01,35000000
9,2022-09-02,37000000
9,2022-09-03,48000000
9,2022-09-04,27000000
9,2022-09-05,29000000
9,2022-09-06,28000000
9,2022-09-07,7000000
9,2022-09-08,5000000
9,2022-09-09,16000000
9,2022-09-10,5000000
9,2022-09-11,45000000
9,2022-09-12,5000000
9,2022-09-13,12000000
9,2022-09-14,32000000
9,2022-09-15,44000000
9,2022-09-16,35000000
9,2022-09-17,45000000
9,2022-09-18,37000000
9,2022-09-19,5000000
9,2022-09-20,46000000
9,2022-09-21,30000000
9,2022-09-22,14000000
9,2022-09-23,7000000
9,2022-09-24,9000000
9,2022-09-25,6000000
9,2022-09-26,45000000
9,2022-09-27,46000000
9,2022-09-28,24000000
9,2022-09-29,6000000
9,2022-09-30,47000000
9,2022-10-01,24000000
9,2022-10-02,13000000
9,2022-10-03,9000000
9,2022-10-04,31000000
9,2022-10-05,24000000
9,2022-10-06,26000000
9,2022-10-07,10000000
9,2022-10-08,49000000
9,2022-10-09,50000000
9,2022-10-10,25000000
9,2022-10-11,39000000
9,2022-10-12,18000000
9,2022-10-13,25000000
9,2022-10-14,13000000
9,2022-10-15,21000000
9,2022-10-16,43000000
9,2022-10-17,39000000
9,2022-10-18,26000000
9,2022-10-19,10000000
9,2022-10-20,27000000
9,2022-10-21,49000000
9,2022-10-22,35000000
9,2022-10-23,8000000
9,2022-10-24,16000000
9,2022-10-25,7000000
9,2022-10-26,46000000
9,2022-10-27,7000000
9,2022-10-28,50000000
9,2022-10-29,10000000
9,2022-10-30,43000000
9,2022-10-31,12000000
9,2022-11-01,15000000
9,2022-11-02,14000000
9,2022-11-03,15000000
9,2022-11-04,14000000
9,2022-11-05,38000000
9,2022-11-06,7000000
9,2022-11-07,38000000
9,2022-11-08,5000000
9,2022-11-09,24000000
9,2022-11-10,44000000
9,2022-11-11,20000000
9,2022-11-12,44000000
9,2022-11-13,47000000
9,2022-11-14,27000000
9,2022-11-15,24000000
9,2022-11-16,34000000
9,2022-11-17,17000000
9,2022-11-18,27000000
9,2022-11-19,37000000
9,2022-11-20,25000000
9,2022-11-21,25000000
9,2022-11-22,37000000
9,2022-11-23,45000000
9,2022-11-24,25000000
9,2022-11-25,10000000
9,2022-11-26,6000000
9,2022-11-27,50000000
9,2022-11-28,6000000
9,2022-11-29,13000000
9,2022-11-30,39000000
9,2022-12-01,11000000
9,2022-12-02,15000000
9,2022-12-03,29000000
9,2022-12-04,46000000
9,2022-12-05,7000000
9,2022-12-06,19000000
9,2022-12-07,20000000
9,2022-12-08,6000000
9,2022-12-09,9000000
9,2022-12-10,30000000
9,2022-12-11,49000000
9,2022-12-12,47000000
9,2022-12-13,40000000
9,2022-12-14,6000000
9,2022-12-15,10000000
9,2022-12-16,42000000
9,2022-12-17,46000000
9,2022-12-18,26000000
9,2022-12-19,43000000
9,2022-12-20,35000000
9,2022-12-21,26000000
9,2022-12-22,43000000
9,2022-12-23,21000000
9,2022-12-24,45000000
9,2022-12-25,28000000
9,2022-12-26,25000000
9,2022-12-27,24000000
9,2022-12-28,42000000
9,2022-12-29,29000000
9,2022-12-30,45000000
9,2022-12-31,21000000
9,2023-01-01,14000000
9,2023-01-02,39000000
9,2023-01-03,39000000
9,2023-01-04,48000000
9,2023-01-05,12000000
9,2023-01-06,50000000
9,2023-01-07,27000000
9,2023-01-08,21000000
9,2023-01-09,27000000
9,2023-01-10,43000000
9,2023-01-11,23000000
9,2023-01-12,18000000
9,2023-01-13,19000000
9,2023-01-14,14000000
9,2023-01-15,27000000
9,2023-01-16,38000000
9,2023-01-17,28000000
9,2023-01-18,17000000
9,2023-01-19,29000000
9,2023-01-20,28000000
9,2023-01-21,14000000
9,2023-01-22,16000000
9,2023-01-23,50000000
9,2023-01-24,35000000
9,2023-01-25,14000000
9,2023-01-26,21000000
9,2023-01-27,11000000
9,2023-01-28,32000000
9,2023-01-29,42000000
9,2023-01-30,27000000
9,2023-01-31,13000000
9,2023-02-01,43000000
9,2023-02-02,44000000
9,2023-02-03,42000000
9,2023-02-04,22000000
9,2023-02-05,44000000
9,2023-02-06,41000000
9,2023-02-07,47000000
9,2023-02-08,16000000
9,2023-02-09,33000000
9,2023-02-10,25000000
9,2023-02-11,22000000
9,2023-02-12,20000000
9,2023-02-13,30000000
9,2023-02-14,36000000
9,2023-02-15,39000000
9,2023-02-16,36000000
9,2023-02-17,25000000
9,2023-02-18,20000000
9,2023-02-19,27000000
9,2023-02-20,46000000
9,2023-02-21,36000000
9,2023-02-22,45000000
9,2023-02-23,26000000
9,2023-02-24,37000000
9,2023-02-25,18000000
9,2023-02-26,44000000
9,2023-02-27,27000000
9,2023-02-28,35000000
9,2023-03-01,48000000
9,2023-03-02,50000000
9,2023-03-03,17000000
9,2023-03-04,48000000
9,2023-03-05,17000000
9,2023-03-06,49000000
9,2023-03-07,21000000
9,2023-03-08,32000000
9,2023-03-09,32000000
9,2023-03-10,34000000
9,2023-03-11,23000000
9,2023-03-12,26000000
9,2023-03-13,12000000
9,2023-03-14,18000000
9,2023-03-15,41000000
9,2023-03-16,21000000
9,2023-03-17,31000000
9,2023-03-18,14000000
9,2023-03-19,36000000
9,2023-03-20,50000000
9,2023-03-21,36000000
9,2023-03-22,41000000
9,2023-03-23,28000000
9,2023-03-24,34000000
9,2023-03-25,27000000
9,2023-03-26,30000000
9,2023-03-27,31000000
9,2023-03-28,6000000
9,2023-03-29,21000000
9,2023-03-30,9000000
9,2023-03-31,29000000
9,2023-04-01,5000000
9,2023-04-02,49000000
9,2023-04-03,48000000
9,2023-04-04,42000000
9,2023-04-05,12000000
9,2023-04-06,41000000
9,2023-04-07,41000000
9,2023-04-08,18000000
9,2023-04-09,41000000
9,2023-04-10,18000000
9,2023-04-11,44000000
9,2023-04-12,16000000
9,2023-04-13,6000000
9,2023-04-14,12000000
9,2023-04-15,18000000
9,2023-04-16,17000000
9,2023-04-17,11000000
9,2023-04-18,29000000
9,2023-04-19,17000000
9,2023-04-20,22000000
9,2023-04-21,10000000
9,2023-04-22,42000000
9,2023-04-23,11000000
9,2023-04-24,10000000
9,2023-04-25,29000000
9,2023-04-26,45000000
9,2023-04-27,40000000
9,2023-04-28,35000000
9,2023-04-29,18000000
9,2023-04-30,46000000
9,2023-05-01,22000000
9,2023-05-02,12000000
9,2023-05-03,47000000
9,2023-05-04,41000000
9,2023-05-05,17000000
9,2023-05-06,42000000
9,2023-05-07,21000000
9,2023-05-08,9000000
9,2023-05-09,39000000
9,2023-05-10,9000000
9,2023-05-11,43000000
9,2023-05-12,48000000
9,2023-05-13,14000000
9,2023-05-14,46000000
9,2023-05-15,16000000
9,2023-05-16,33000000
9,2023-05-17,17000000
9,2023-05-18,33000000
9,2023-05-19,41000000
9,2023-05-20,23000000
9,2023-05-21,42000000
9,2023-05-22,35000000
9,2023-05-23,44000000
9,2023-05-24,23000000
9,2023-05-25,30000000
9,2023-05-26,39000000
9,2023-05-27,32000000
9,2023-05-28,14000000
9,2023-05-29,23000000
9,2023-05-30,41000000
9,2023-05-31,25000000
9,2023-06-01,32000000
9,2023-06-02,24000000
9,2023-06-03,24000000
9,2023-06-04,13000000
9,2023-06-05,30000000
9,2023-06-06,35000000
9,2023-06-07,8000000
9,2023-06-08,29000000
9,2023-06-09,50000000
9,2023-06-10,28000000
9,2023-06-11,5000000
9,2023-06-12,39000000
9,2023-06-13,40000000
9,2023-06-14,32000000
9,2023-06-15,5000000
9,2023-06-16,42000000
9,2023-06-17,32000000
9,2023-06-18,27000000
9,2023-06-19,44000000
9,2023-06-20,29000000
9,2023-06-21,20000000
9,2023-06-22,20000000
9,2023-06-23,37000000
9,2023-06-24,20000000
9,2023-06-25,25000000
9,2023-06-26,47000000
9,2023-06-27,48000000
9,2023-06-28,7000000
9,2023-06-29,11000000
9,2023-06-30,47000000
9,2023-07-01,28000000
9,2023-07-02,47000000
9,2023-07-03,39000000
9,2023-07-04,7000000
9,2023-07-05,31000000
9,2023-07-06,45000000
9,2023-07-07,10000000
9,2023-07-08,29000000
9,2023-07-09,26000000
9,2023-07-10,27000000
9,2023-07-11,25000000
9,2023-07-12,38000000
9,2023-07-13,30000000
9,2023-07-14,36000000
9,2023-07-15,18000000
9,2023-07-16,27000000
9,2023-07-17,44000000
9,2023-07-18,13000000
9,2023-07-19,18000000
9,2023-07-20,47000000
9,2023-07-21,42000000
9,2023-07-22,44000000
9,2023-07-23,40000000
9,2023-07-24,27000000
9,2023-07-25,50000000
9,2023-07-26,20000000
9,2023-07-27,7000000
9,2023-07-28,42000000
9,2023-07-29,39000000
9,2023-07-30,26000000
9,2023-07-31,14000000
9,2023-08-01,45000000
9,2023-08-02,47000000
9,2023-08-03,5000000
9,2023-08-04,44000000
9,2023-08-05,14000000
9,2023-08-06,30000000
9,2023-08-07,22000000
9,2023-08-08,20000000
9,2023-08-09,37000000
9,2023-08-10,15000000
9,2023-08-11,24000000
9,2023-08-12,21000000
9,2023-08-13,10000000
9,2023-08-14,32000000
9,2023-08-15,37000000
9,2023-08-16,9000000
9,2023-08-17,28000000
9,2023-08-18,23000000
9,2023-08-19,11000000
9,2023-08-20,13000000
9,2023-08-21,44000000
9,2023-08-22,13000000
9,2023-08-23,23000000
9,2023-08-24,36000000
9,2023-08-25,9000000
9,2023-08-26,17000000
9,2023-08-27,20000000
9,2023-08-28,29000000
9,2023-08-29,37000000
9,2023-08-30,9000000
9,2023-08-31,11000000
9,2023-09-01,9000000
9,2023-09-02,17000000
9,2023-09-03,12000000
9,2023-09-04,42000000
9,2023-09-05,11000000
9,2023-09-06,12000000
9,2023-09-07,42000000
9,2023-09-08,7000000
9,2023-09-09,7000000
9,2023-09-10,44000000
9,2023-09-11,29000000
9,2023-09-12,24000000
9,2023-09-13,43000000
9,2023-09-14,40000000
9,2023-09-15,21000000
9,2023-09-16,30000000
9,2023-09-17,44000000
9,2023-09-18,27000000
9,2023-09-19,37000000
9,2023-09-20,22000000
9,2023-09-21,31000000
9,2023-09-22,43000000
9,2023-09-23,27000000
9,2023-09-24,21000000
9,2023-09-25,46000000
9,2023-09-26,21000000
9,2023-09-27,47000000
9,2023-09-28,12000000
9,2023-09-29,21000000
9,2023-09-30,24000000
9,2023-10-01,49000000
9,2023-10-02,28000000
9,2023-10-03,48000000
9,2023-10-04,38000000
9,2023-10-05,43000000
9,2023-10-06,27000000
9,2023-10-07,46000000
9,2023-10-08,50000000
9,2023-10-09,35000000
9,2023-10-10,17000000
9,2023-10-11,25000000
9,2023-10-12,45000000
9,2023-10-13,5000000
9,2023-10-14,21000000
9,2023-10-15,17000000
9,2023-10-16,28000000
9,2023-10-17,42000000
9,2023-10-18,23000000
9,2023-10-19,35000000
9,2023-10-20,16000000
9,2023-10-21,7000000
9,2023-10-22,16000000
9,2023-10-23,49000000
9,2023-10-24,18000000
9,2023-10-25,7000000
9,2023-10-26,11000000
9,2023-10-27,24000000
9,2023-10-28,31000000
9,2023-10-29,8000000
9,2023-10-30,49000000
9,2023-10-31,26000000
9,2023-11-01,42000000
9,2023-11-02,11000000
9,2023-11-03,49000000
9,2023-11-04,10000000
9,2023-11-05,5000000
9,2023-11-06,23000000
9,2023-11-07,8000000
9,2023-11-08,24000000
9,2023-11-09,38000000
9,2023-11-10,20000000
9,2023-11-11,12000000
9,2023-11-12,30000000
9,2023-11-13,22000000
9,2023-11-14,49000000
9,2023-11-15,19000000
9,2023-11-16,44000000
9,2023-11-17,10000000
9,2023-11-18,41000000
9,2023-11-19,27000000
9,2023-11-20,9000000
9,2023-11-21,11000000
9,2023-11-22,32000000
9,2023-11-23,32000000
9,2023-11-24,10000000
9,2023-11-25,16000000
9,2023-11-26,11000000
9,2023-11-27,43000000
9,2023-11-28,10000000
9,2023-11-29,43000000
9,2023-11-30,34000000
9,2023-12-01,12000000
9,2023-12-02,17000000
9,2023-12-03,38000000
9,2023-12-04,25000000
9,2023-12-05,26000000
9,2023-12-06,29000000
9,2023-12-07,15000000
9,2023-12-08,13000000
9,2023-12-09,47000000
9,2023-12-10,30000000
9,2023-12-11,33000000
9,2023-12-12,25000000
9,2023-12-13,23000000
9,2023-12-14,40000000
9,2023-12-15,45000000
9,2023-12-16,27000000
9,2023-12-17,10000000
9,2023-12-18,24000000
9,2023-12-19,30000000
9,2023-12-20,23000000
9,2023-12-21,25000000
9,2023-12-22,5000000
9,2023-12-23,26000000
9,2023-12-24,49000000
9,2023-12-25,14000000
9,2023-12-26,41000000
9,2023-12-27,29000000
9,2023-12-28,29000000
9,2023-12-29,44000000
9,2023-12-30,22000000
10,2019-01-01,16000000
10,2019-01-02,31000000
10,2019-01-03,25000000
10,2019-01-04,31000000
10,2019-01-05,44000000
10,2019-01-06,26000000
10,2019-01-07,32000000
10,2019-01-08,40000000
10,2019-01-09,46000000
10,2019-01-10,35000000
10,2019-01-11,14000000
10,2019-01-12,12000000
10,2019-01-13,48000000
10,2019-01-14,9000000
10,2019-01-15,33000000
10,2019-01-16,41000000
10,2019-01-17,36000000
10,2019-01-18,43000000
10,2019-01-19,6000000
10,2019-01-20,19000000
10,2019-01-21,5000000
10,2019-01-22,47000000
10,2019-01-23,50000000
10,2019-01-24,15000000
10,2019-01-25,19000000
10,2019-01-26,40000000
10,2019-01-27,22000000
10,2019-01-28,31000000
10,2019-01-29,40000000
10,2019-01-30,6000000
10,2019-01-31,28000000
10,2019-02-01,44000000
10,2019-02-02,19000000
10,2019-02-03,41000000
10,2019-02-04,43000000
10,2019-02-05,27000000
10,2019-02-06,40000000
10,2019-02-07,47000000
10,2019-02-08,44000000
10,2019-02-09,28000000
10,2019-02-10,49000000
10,2019-02-11,36000000
10,2019-02-12,37000000
10,2019-02-13,12000000
10,2019-02-14,27000000
10,2019-02-15,37000000
10,2019-02-16,50000000
10,2019-02-17,31000000
10,2019-02-18,6000000
10,2019-02-19,42000000
10,2019-02-20,26000000
10,2019-02-21,11000000
10,2019-02-22,34000000
10,2019-02-23,49000000
10,2019-02-24,32000000
10,2019-02-25,9000000
10,2019-02-26,15000000
10,2019-02-27,26000000
10,2019-02-28,10000000
10,2019-03-01,15000000
10,2019-03-02,9000000
10,2019-03-03,23000000
10,2019-03-04,37000000
10,2019-03-05,14000000
10,2019-03-06,27000000
10,2019-03-07,13000000
10,2019-03-08,40000000
10,2019-03-09,16000000
10,2019-03-10,21000000
10,2019-03-11,8000000
10,2019-03-12,29000000
10,2019-03-13,32000000
10,2019-03-14,28000000
